Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020
Lesotho,SI3_AGG - MACH - Chemicals,World,1,1,2,1,2,3
Lesotho,SI3_AGG - MACHPH - Pharmaceuticals,World,0,1,1,0,0,1
Lesotho,SI3_AGG - MAMT - Machinery and transport equipment,World,33,72,73,93,55,50
Lesotho,SI3_AGG - MAMTOF - Office and telecom equipment,World,7,13,19,21,10,6
Lesotho,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,5,0,0
Lesotho,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,6,9,18,17,10,6
Lesotho,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,3,1,0,0,0
Lesotho,SI3_AGG - MAMTTE - Transport equipment,World,6,13,6,8,5,5
Lesotho,SI3_AGG - MAMTAU - Automotive products,World,6,12,5,6,4,3
Lesotho,SI3_AGG - MATE - Textiles,World,19,30,36,39,36,33
Lesotho,SI3_AGG - MACL - Clothing,World,238,415,448,378,371,371
Liberia,SI3_AGG - TO - Total merchandise,World,283,279,358,548,543,608
Libya,SI3_AGG - TO - Total merchandise,World,11392,9446,18865,29830,25732,7741
Libya,SI3_AGG - AG - Agricultural products,World,30,63,63,60,35,29
Libya,SI3_AGG - AGFO - Food,World,21,49,49,46,28,23
Libya,SI3_AGG - MI - Fuels and mining products,World,10961,9074,18183,28858,25506,6310
Libya,SI3_AGG - MIFU - Fuels,World,10623,8803,15536,25386,24197,5711
Libya,SI3_AGG - MA - Manufactures,World,371,204,204,295,190,256
Libya,SI3_AGG - MAIS - Iron and steel,World,81,76,76,138,88,157
Libya,SI3_AGG - MACH - Chemicals,World,270,91,91,112,58,18
Libya,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Libya,SI3_AGG - MAMT - Machinery and transport equipment,World,18,30,30,29,32,78
Libya,SI3_AGG - MAMTOF - Office and telecom equipment,World,3,0,0,0,0,0
Libya,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Libya,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,0,0,0,0,0
Libya,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Libya,SI3_AGG - MAMTTE - Transport equipment,World,4,15,15,2,1,17
Libya,SI3_AGG - MAMTAU - Automotive products,World,0,15,15,2,0,0
Libya,SI3_AGG - MATE - Textiles,World,0,1,1,0,0,0
Libya,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Lithuania,SI3_AGG - TO - Total merchandise,World,25392,25010,29901,33337,33151,32767
Lithuania,SI3_AGG - AG - Agricultural products,World,5511,5408,6060,6594,6794,7628
Lithuania,SI3_AGG - AGFO - Food,World,4679,4582,5142,5472,5742,6593
Lithuania,SI3_AGG - MI - Fuels and mining products,World,4525,3831,4939,5663,5120,3100
Lithuania,SI3_AGG - MIFU - Fuels,World,4196,3514,4429,5030,4492,2387
Lithuania,SI3_AGG - MA - Manufactures,World,15343,15747,18751,21080,21216,22000
Lithuania,SI3_AGG - MAIS - Iron and steel,World,249,272,361,413,354,364
Lithuania,SI3_AGG - MACH - Chemicals,World,3799,3822,4291,5039,5068,5775
Lithuania,SI3_AGG - MACHPH - Pharmaceuticals,World,701,801,796,854,902,998
Lithuania,SI3_AGG - MAMT - Machinery and transport equipment,World,4714,4742,6247,6769,7011,6899
Lithuania,SI3_AGG - MAMTOF - Office and telecom equipment,World,999,960,1186,1148,1143,1295
Lithuania,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,318,338,375,402,492,494
Lithuania,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,624,576,758,688,577,737
Lithuania,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,57,46,54,58,74,63
Lithuania,SI3_AGG - MAMTTE - Transport equipment,World,1106,1220,1750,1808,2071,1928
Lithuania,SI3_AGG - MAMTAU - Automotive products,World,737,815,1159,1162,1426,1260
Lithuania,SI3_AGG - MATE - Textiles,World,539,567,642,708,699,738
Lithuania,SI3_AGG - MACL - Clothing,World,700,705,724,731,664,569
Luxembourg,SI3_AGG - TO - Total merchandise,World,17139,15796,15761,16412,16451,13803
Luxembourg,SI3_AGG - AG - Agricultural products,World,1521,1446,1580,1690,1544,1542
Luxembourg,SI3_AGG - AGFO - Food,World,1298,1209,1307,1454,1342,1342
Luxembourg,SI3_AGG - MI - Fuels and mining products,World,732,686,879,780,677,640
Luxembourg,SI3_AGG - MIFU - Fuels,World,61,8,12,15,14,11
Luxembourg,SI3_AGG - MA - Manufactures,World,14611,13294,12808,13586,13926,11409
Luxembourg,SI3_AGG - MAIS - Iron and steel,World,2108,2004,2210,2603,2288,1794
Luxembourg,SI3_AGG - MACH - Chemicals,World,1721,1754,1872,1994,1778,1772
Luxembourg,SI3_AGG - MACHPH - Pharmaceuticals,World,332,360,383,317,155,150
Luxembourg,SI3_AGG - MAMT - Machinery and transport equipment,World,6127,5204,4195,4540,5912,3979
Luxembourg,SI3_AGG - MAMTOF - Office and telecom equipment,World,2991,1909,569,611,1913,264
Luxembourg,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,428,486,238,90,114,95
Luxembourg,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2519,1356,244,407,1720,109
Luxembourg,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,45,66,87,114,79,60
Luxembourg,SI3_AGG - MAMTTE - Transport equipment,World,1319,1238,1327,1361,1467,1394
Luxembourg,SI3_AGG - MAMTAU - Automotive products,World,756,816,897,929,975,953
Luxembourg,SI3_AGG - MATE - Textiles,World,566,571,548,602,594,582
Luxembourg,SI3_AGG - MACL - Clothing,World,143,125,52,49,62,75
"Macao, China",SI3_AGG - TO - Total merchandise,World,1339,1257,1406,1510,1586,1353
"Macao, China",SI3_AGG - AG - Agricultural products,World,28,29,143,124,53,37
"Macao, China",SI3_AGG - AGFO - Food,World,26,28,142,123,51,37
"Macao, China",SI3_AGG - MI - Fuels and mining products,World,5,8,11,14,9,13
"Macao, China",SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
"Macao, China",SI3_AGG - MA - Manufactures,World,724,441,557,797,928,943
"Macao, China",SI3_AGG - MAIS - Iron and steel,World,5,0,0,0,1,0
"Macao, China",SI3_AGG - MACH - Chemicals,World,38,8,12,51,52,54
"Macao, China",SI3_AGG - MACHPH - Pharmaceuticals,World,27,,1,0,2,0
"Macao, China",SI3_AGG - MAMT - Machinery and transport equipment,World,268,153,163,257,304,223
"Macao, China",SI3_AGG - MAMTOF - Office and telecom equipment,World,85,38,94,229,247,202
"Macao, China",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,9,7,8,50,50,93
"Macao, China",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,76,30,84,170,194,106
"Macao, China",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,1,8,2,4
"Macao, China",SI3_AGG - MAMTTE - Transport equipment,World,31,8,7,7,10,2
"Macao, China",SI3_AGG - MAMTAU - Automotive products,World,27,8,5,6,10,2
"Macao, China",SI3_AGG - MATE - Textiles,World,4,0,0,2,2,6
"Macao, China",SI3_AGG - MACL - Clothing,World,56,28,66,54,100,174
Madagascar,SI3_AGG - TO - Total merchandise,World,2048,2254,2848,3110,2696,1987
Madagascar,SI3_AGG - AG - Agricultural products,World,695,917,1338,1388,1035,937
Madagascar,SI3_AGG - AGFO - Food,World,647,869,1275,1327,974,881
Madagascar,SI3_AGG - MI - Fuels and mining products,World,699,621,670,849,807,361
Madagascar,SI3_AGG - MIFU - Fuels,World,64,58,46,73,79,19
Madagascar,SI3_AGG - MA - Manufactures,World,648,701,753,793,755,589
Madagascar,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,1,0
Madagascar,SI3_AGG - MACH - Chemicals,World,58,60,65,104,81,83
Madagascar,SI3_AGG - MACHPH - Pharmaceuticals,World,1,0,1,1,0,4
Madagascar,SI3_AGG - MAMT - Machinery and transport equipment,World,33,34,31,40,24,15
Madagascar,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,3,2,2,2,2
Madagascar,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,1,0,1,0,1
Madagascar,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,2,1,1,1,1
Madagascar,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,1,1,0,0
Madagascar,SI3_AGG - MAMTTE - Transport equipment,World,10,9,8,8,10,5
Madagascar,SI3_AGG - MAMTAU - Automotive products,World,2,3,1,2,1,2
Madagascar,SI3_AGG - MATE - Textiles,World,52,50,44,44,43,25
Madagascar,SI3_AGG - MACL - Clothing,World,415,469,529,501,496,395
Malawi,SI3_AGG - TO - Total merchandise,World,1080,1022,884,880,913,767
Malawi,SI3_AGG - AG - Agricultural products,World,877,877,807,817,848,712
Malawi,SI3_AGG - AGFO - Food,World,834,856,793,805,838,705
Malawi,SI3_AGG - MI - Fuels and mining products,World,1,10,2,5,3,5
Malawi,SI3_AGG - MIFU - Fuels,World,0,0,1,1,0,1
Malawi,SI3_AGG - MA - Manufactures,World,166,135,73,58,61,48
Malawi,SI3_AGG - MAIS - Iron and steel,World,2,0,0,0,0,1
Malawi,SI3_AGG - MACH - Chemicals,World,29,14,11,9,13,12
Malawi,SI3_AGG - MACHPH - Pharmaceuticals,World,0,8,0,0,0,0
Malawi,SI3_AGG - MAMT - Machinery and transport equipment,World,62,64,31,20,27,13
Malawi,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,28,4,0,3,1
Malawi,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,24,4,0,3,0
Malawi,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,3,1,0,0,1
Malawi,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Malawi,SI3_AGG - MAMTTE - Transport equipment,World,19,14,11,6,9,5
Malawi,SI3_AGG - MAMTAU - Automotive products,World,13,4,8,4,8,4
Malawi,SI3_AGG - MATE - Textiles,World,2,1,4,3,4,6
Malawi,SI3_AGG - MACL - Clothing,World,7,2,1,2,3,1
Malaysia,SI3_AGG - TO - Total merchandise,World,199952,189743,218130,247455,238195,234127
Malaysia,SI3_AGG - AG - Agricultural products,World,25386,25544,28642,26780,26007,27273
Malaysia,SI3_AGG - AGFO - Food,World,21692,21875,24011,22595,21930,23610
Malaysia,SI3_AGG - MI - Fuels and mining products,World,40821,33823,42132,49115,43680,34658
Malaysia,SI3_AGG - MIFU - Fuels,World,32962,26523,33537,38506,34456,26442
Malaysia,SI3_AGG - MA - Manufactures,World,132949,128831,144988,169681,166935,171167
Malaysia,SI3_AGG - MAIS - Iron and steel,World,2200,1642,2821,3493,4587,5400
Malaysia,SI3_AGG - MACH - Chemicals,World,14412,14396,15101,18820,18186,16013
Malaysia,SI3_AGG - MACHPH - Pharmaceuticals,World,334,348,379,404,459,459
Malaysia,SI3_AGG - MAMT - Machinery and transport equipment,World,83848,81802,95825,112443,107728,110598
Malaysia,SI3_AGG - MAMTOF - Office and telecom equipment,World,59201,57617,69483,83869,78925,83290
Malaysia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,13411,12982,16392,16863,13065,12545
Malaysia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,10359,9651,8444,8664,9044,8842
Malaysia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,35431,34984,44647,58342,56817,61903
Malaysia,SI3_AGG - MAMTTE - Transport equipment,World,3496,3670,4061,4935,5070,4741
Malaysia,SI3_AGG - MAMTAU - Automotive products,World,1513,1578,1607,1851,1975,1697
Malaysia,SI3_AGG - MATE - Textiles,World,1667,1671,1815,1931,1847,1635
Malaysia,SI3_AGG - MACL - Clothing,World,4800,4568,5078,5791,5678,9789
Maldives,SI3_AGG - TO - Total merchandise,World,240,256,318,339,361,286
Maldives,SI3_AGG - AG - Agricultural products,World,140,138,196,178,154,134
Maldives,SI3_AGG - AGFO - Food,World,140,138,196,178,154,134
Maldives,SI3_AGG - MI - Fuels and mining products,World,3,2,3,3,3,1
Maldives,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Maldives,SI3_AGG - MA - Manufactures,World,1,0,0,1,0,0
Maldives,SI3_AGG - MAIS - Iron and steel,World,,,0,,,
Maldives,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Maldives,SI3_AGG - MAMT - Machinery and transport equipment,World,1,0,0,1,0,0
Maldives,SI3_AGG - MAMTOF - Office and telecom equipment,World,,0,0,0,0,0
Maldives,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,0,0,,,
Maldives,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,,0,0,0,0
Maldives,SI3_AGG - MAMTTE - Transport equipment,World,0,,,0,0,0
Maldives,SI3_AGG - MATE - Textiles,World,,0,0,0,0,0
Maldives,SI3_AGG - MACL - Clothing,World,,0,0,0,0,0
Mali,SI3_AGG - TO - Total merchandise,World,2717,2826,2896,3584,3675,3923
Mali,SI3_AGG - AG - Agricultural products,World,527,554,399,286,399,336
Mali,SI3_AGG - AGFO - Food,World,151,278,249,227,317,267
Mali,SI3_AGG - MI - Fuels and mining products,World,26,12,7,10,16,57
Mali,SI3_AGG - MIFU - Fuels,World,10,8,0,0,0,39
Mali,SI3_AGG - MA - Manufactures,World,305,237,242,274,270,260
Mali,SI3_AGG - MAIS - Iron and steel,World,5,5,6,5,1,3
Mali,SI3_AGG - MACH - Chemicals,World,169,115,112,170,115,183
Mali,SI3_AGG - MACHPH - Pharmaceuticals,World,1,5,5,11,7,19
Mali,SI3_AGG - MAMT - Machinery and transport equipment,World,85,92,98,94,136,70
Mali,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,2,1,2,3,2
Mali,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Mali,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,2,1,1,3,2
Mali,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Mali,SI3_AGG - MAMTTE - Transport equipment,World,32,49,71,28,42,31
Mali,SI3_AGG - MAMTAU - Automotive products,World,29,31,13,4,5,6
Mali,SI3_AGG - MATE - Textiles,World,4,3,3,5,2,2
Mali,SI3_AGG - MACL - Clothing,World,0,2,0,0,0,0
Malta,SI3_AGG - TO - Total merchandise,World,2607,3186,2858,3192,3007,2680
Malta,SI3_AGG - AG - Agricultural products,World,273,299,322,419,331,276
Malta,SI3_AGG - AGFO - Food,World,269,293,316,415,328,273
Malta,SI3_AGG - MI - Fuels and mining products,World,359,274,499,501,438,98
Malta,SI3_AGG - MIFU - Fuels,World,345,264,489,489,430,88
Malta,SI3_AGG - MA - Manufactures,World,1949,2585,1995,2236,2237,2289
Malta,SI3_AGG - MAIS - Iron and steel,World,1,1,27,1,6,0
Malta,SI3_AGG - MACH - Chemicals,World,335,1032,383,426,462,533
Malta,SI3_AGG - MACHPH - Pharmaceuticals,World,277,980,332,354,331,420
Malta,SI3_AGG - MAMT - Machinery and transport equipment,World,1057,1040,1058,1113,1133,974
Malta,SI3_AGG - MAMTOF - Office and telecom equipment,World,578,527,540,612,566,525
Malta,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,12,15,17,17,18,15
Malta,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,15,10,7,15,12,8
Malta,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,551,501,515,579,536,502
Malta,SI3_AGG - MAMTTE - Transport equipment,World,167,190,148,141,211,162
Malta,SI3_AGG - MAMTAU - Automotive products,World,54,27,13,4,2,3
Malta,SI3_AGG - MATE - Textiles,World,32,30,37,37,33,35
Malta,SI3_AGG - MACL - Clothing,World,16,9,8,17,27,18
Marshall Islands,SI3_AGG - TO - Total merchandise,World,52,36,40,41,55,44
Mauritania,SI3_AGG - TO - Total merchandise,World,1832,1623,1989,2052,2266,2830
Mauritania,SI3_AGG - AG - Agricultural products,World,619,629,852,1102,1142,858
Mauritania,SI3_AGG - AGFO - Food,World,618,629,851,1101,1141,858
Mauritania,SI3_AGG - MI - Fuels and mining products,World,670,689,816,738,1099,1259
Mauritania,SI3_AGG - MIFU - Fuels,World,16,,,,,10
Mauritania,SI3_AGG - MA - Manufactures,World,0,2,9,11,26,61
Mauritania,SI3_AGG - MAIS - Iron and steel,World,0,0,1,0,0,0
Mauritania,SI3_AGG - MACH - Chemicals,World,,2,8,10,25,34
Mauritania,SI3_AGG - MACHPH - Pharmaceuticals,World,,0,,0,0,0
Mauritania,SI3_AGG - MAMT - Machinery and transport equipment,World,,,,,,20
Mauritania,SI3_AGG - MAMTOF - Office and telecom equipment,World,,,,,,1
Mauritania,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,,,,,0
Mauritania,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,,,,,1
Mauritania,SI3_AGG - MAMTTE - Transport equipment,World,,,,,,5
Mauritania,SI3_AGG - MAMTAU - Automotive products,World,,,,,,1
Mauritania,SI3_AGG - MATE - Textiles,World,,0,0,0,0,0
Mauritania,SI3_AGG - MACL - Clothing,World,,0,0,0,0,0
Mauritius,SI3_AGG - TO - Total merchandise,World,2662,2359,2342,2366,2223,1791
Mauritius,SI3_AGG - AG - Agricultural products,World,765,824,847,740,704,631
Mauritius,SI3_AGG - AGFO - Food,World,741,800,822,719,681,612
Mauritius,SI3_AGG - MI - Fuels and mining products,World,16,44,41,35,37,37
Mauritius,SI3_AGG - MIFU - Fuels,World,6,33,33,22,18,4
Mauritius,SI3_AGG - MA - Manufactures,World,1690,1318,1191,1205,1133,871
Mauritius,SI3_AGG - MAIS - Iron and steel,World,7,2,4,1,1,2
Mauritius,SI3_AGG - MACH - Chemicals,World,95,93,94,96,86,80
Mauritius,SI3_AGG - MACHPH - Pharmaceuticals,World,35,33,34,35,32,25
Mauritius,SI3_AGG - MAMT - Machinery and transport equipment,World,379,173,105,81,71,63
Mauritius,SI3_AGG - MAMTOF - Office and telecom equipment,World,318,119,40,50,32,19
Mauritius,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,16,10,6,7,10,6
Mauritius,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,302,110,32,41,20,12
Mauritius,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,2,2,3,2
Mauritius,SI3_AGG - MAMTTE - Transport equipment,World,9,23,30,12,15,13
Mauritius,SI3_AGG - MAMTAU - Automotive products,World,2,3,3,2,2,3
Mauritius,SI3_AGG - MATE - Textiles,World,108,102,111,111,130,117
Mauritius,SI3_AGG - MACL - Clothing,World,762,659,608,620,549,395
Mexico,SI3_AGG - TO - Total merchandise,World,380550,373948,409433,450713,460704,417670
Mexico,SI3_AGG - AG - Agricultural products,World,28384,29846,33704,35753,38238,39788
Mexico,SI3_AGG - AGFO - Food,World,26016,28202,31656,33629,36148,37813
Mexico,SI3_AGG - MI - Fuels and mining products,World,30006,26125,31682,40032,34752,27913
Mexico,SI3_AGG - MIFU - Fuels,World,22418,18035,22549,29600,24512,16023
Mexico,SI3_AGG - MA - Manufactures,World,307846,302625,329094,358293,368436,330262
Mexico,SI3_AGG - MAIS - Iron and steel,World,2977,2729,3523,4288,3674,3209
Mexico,SI3_AGG - MACH - Chemicals,World,13426,12638,13175,14020,13598,13341
Mexico,SI3_AGG - MACHPH - Pharmaceuticals,World,1961,1583,1328,1538,1450,1379
Mexico,SI3_AGG - MAMT - Machinery and transport equipment,World,234185,229387,251701,276126,286272,253432
Mexico,SI3_AGG - MAMTOF - Office and telecom equipment,World,62968,61389,66720,69676,69747,67570
Mexico,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,20990,22715,25224,31238,34830,34296
Mexico,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,38710,35430,38664,35670,32069,29739
Mexico,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3268,3244,2833,2768,2848,3535
Mexico,SI3_AGG - MAMTTE - Transport equipment,World,106625,101967,117843,130661,140143,115245
Mexico,SI3_AGG - MAMTAU - Automotive products,World,95763,94850,108052,121781,127857,106456
Mexico,SI3_AGG - MATE - Textiles,World,2428,2369,2535,2664,2732,2858
Mexico,SI3_AGG - MACL - Clothing,World,4465,4260,4087,4233,4247,3557
"Micronesia, Federated States of",SI3_AGG - TO - Total merchandise,World,40,49,46,47,49,50
Middle East,SI3_AGG - TO - Total merchandise,World,893127,820210,939542,1172602,1069268,791878
"Moldova, Republic of",SI3_AGG - TO - Total merchandise,World,1967,2045,2425,2706,2779,2485
"Moldova, Republic of",SI3_AGG - AG - Agricultural products,World,924,938,1116,1151,1196,1048
"Moldova, Republic of",SI3_AGG - AGFO - Food,World,906,926,1105,1139,1186,1039
"Moldova, Republic of",SI3_AGG - MI - Fuels and mining products,World,38,27,47,48,37,52
"Moldova, Republic of",SI3_AGG - MIFU - Fuels,World,10,7,18,18,10,14
"Moldova, Republic of",SI3_AGG - MA - Manufactures,World,1005,1079,1261,1506,1545,1367
"Moldova, Republic of",SI3_AGG - MAIS - Iron and steel,World,2,3,3,4,3,1
"Moldova, Republic of",SI3_AGG - MACH - Chemicals,World,131,113,128,130,145,127
"Moldova, Republic of",SI3_AGG - MACHPH - Pharmaceuticals,World,76,49,63,72,98,57
"Moldova, Republic of",SI3_AGG - MAMT - Machinery and transport equipment,World,314,325,431,586,649,549
"Moldova, Republic of",SI3_AGG - MAMTOF - Office and telecom equipment,World,5,6,7,6,7,8
"Moldova, Republic of",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,2,1,1,1,3
"Moldova, Republic of",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4,3,4,4,4,2
"Moldova, Republic of",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,1,2,1,1,3
"Moldova, Republic of",SI3_AGG - MAMTTE - Transport equipment,World,17,27,41,21,27,30
"Moldova, Republic of",SI3_AGG - MAMTAU - Automotive products,World,9,22,21,18,19,23
"Moldova, Republic of",SI3_AGG - MATE - Textiles,World,53,75,80,71,62,62
"Moldova, Republic of",SI3_AGG - MACL - Clothing,World,229,244,278,309,277,241
Mongolia,SI3_AGG - TO - Total merchandise,World,4669,4916,6201,7012,7620,7576
Mongolia,SI3_AGG - AG - Agricultural products,World,352,369,449,575,545,589
Mongolia,SI3_AGG - AGFO - Food,World,66,82,144,202,161,136
Mongolia,SI3_AGG - MI - Fuels and mining products,World,3746,3560,5029,6156,6448,5096
Mongolia,SI3_AGG - MIFU - Fuels,World,950,1317,2649,3210,3485,2148
Mongolia,SI3_AGG - MA - Manufactures,World,151,229,127,135,209,184
Mongolia,SI3_AGG - MAIS - Iron and steel,World,0,1,1,0,0,0
Mongolia,SI3_AGG - MACH - Chemicals,World,2,3,3,1,3,1
Mongolia,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Mongolia,SI3_AGG - MAMT - Machinery and transport equipment,World,71,138,39,51,113,129
Mongolia,SI3_AGG - MAMTOF - Office and telecom equipment,World,4,1,1,2,1,1
Mongolia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,0,0,1,0,0
Mongolia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,1,1,1,0,0
Mongolia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3,0,0,0,0,0
Mongolia,SI3_AGG - MAMTTE - Transport equipment,World,18,84,19,28,85,210
Mongolia,SI3_AGG - MAMTAU - Automotive products,World,11,41,4,3,36,27
Mongolia,SI3_AGG - MATE - Textiles,World,7,8,6,7,6,4
Mongolia,SI3_AGG - MACL - Clothing,World,27,36,40,45,59,49
Montenegro,SI3_AGG - TO - Total merchandise,World,352,361,421,472,465,419
Montenegro,SI3_AGG - AG - Agricultural products,World,97,92,89,89,94,91
Montenegro,SI3_AGG - AGFO - Food,World,60,56,54,55,56,56
Montenegro,SI3_AGG - MI - Fuels and mining products,World,163,171,211,242,228,188
Montenegro,SI3_AGG - MIFU - Fuels,World,52,57,52,97,99,68
Montenegro,SI3_AGG - MA - Manufactures,World,88,91,119,134,137,128
Montenegro,SI3_AGG - MAIS - Iron and steel,World,23,16,20,22,21,15
Montenegro,SI3_AGG - MACH - Chemicals,World,14,19,20,35,32,35
Montenegro,SI3_AGG - MACHPH - Pharmaceuticals,World,7,11,13,25,25,28
Montenegro,SI3_AGG - MAMT - Machinery and transport equipment,World,33,34,47,42,45,43
Montenegro,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,3,4,4,5,5
Montenegro,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,1,1,1,1,1
Montenegro,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,2,1,1,3,4
Montenegro,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,2,2,2,1
Montenegro,SI3_AGG - MAMTTE - Transport equipment,World,10,11,24,16,18,16
Montenegro,SI3_AGG - MAMTAU - Automotive products,World,4,8,5,10,12,13
Montenegro,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,1
Montenegro,SI3_AGG - MACL - Clothing,World,1,1,1,2,2,2
Montserrat,SI3_AGG - TO - Total merchandise,World,3,4,6,5,6,6
Montserrat,SI3_AGG - AG - Agricultural products,World,0,,,,,
Montserrat,SI3_AGG - AGFO - Food,World,0,,,,,
Montserrat,SI3_AGG - MI - Fuels and mining products,World,1,,,,,
Montserrat,SI3_AGG - MIFU - Fuels,World,0,,,,,
Montserrat,SI3_AGG - MA - Manufactures,World,1,,,,,
Montserrat,SI3_AGG - MACH - Chemicals,World,0,,,,,
Montserrat,SI3_AGG - MACHPH - Pharmaceuticals,World,0,,,,,
Montserrat,SI3_AGG - MAMT - Machinery and transport equipment,World,1,,,,,
Montserrat,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,,,,,
Montserrat,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,,,,,
Montserrat,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,,,,,
Montserrat,SI3_AGG - MAMTTE - Transport equipment,World,0,,,,,
Montserrat,SI3_AGG - MAMTAU - Automotive products,World,0,,,,,
Montserrat,SI3_AGG - MATE - Textiles,World,0,,,,,
Montserrat,SI3_AGG - MACL - Clothing,World,0,,,,,
Morocco,SI3_AGG - TO - Total merchandise,World,22334,22661,25272,28609,29132,27159
Morocco,SI3_AGG - AG - Agricultural products,World,4747,4939,5534,5974,6394,6439
Morocco,SI3_AGG - AGFO - Food,World,4535,4725,5275,5703,6104,6159
Morocco,SI3_AGG - MI - Fuels and mining products,World,2254,1643,2013,2089,2040,1643
Morocco,SI3_AGG - MIFU - Fuels,World,431,190,232,294,443,133
Morocco,SI3_AGG - MA - Manufactures,World,15238,15963,17663,20508,20635,19031
Morocco,SI3_AGG - MAIS - Iron and steel,World,57,79,122,120,75,69
Morocco,SI3_AGG - MACH - Chemicals,World,3830,3592,4043,5066,4743,4960
Morocco,SI3_AGG - MACHPH - Pharmaceuticals,World,104,111,118,132,132,121
Morocco,SI3_AGG - MAMT - Machinery and transport equipment,World,6895,7559,8459,9814,10394,9365
Morocco,SI3_AGG - MAMTOF - Office and telecom equipment,World,514,531,570,627,732,546
Morocco,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,38,41,39,35,37,33
Morocco,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,30,28,37,57,172,140
Morocco,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,446,462,493,535,523,373
