Reporting Economy,Product/Sector,Partner Economy,a2015,a2016,a2017,a2018,a2019,a2020,
Ghana,"MT2 - 04 - Coffee, tea",India,,185814,,120516,44433,,
Ghana,"MT2 - 04 - Coffee, tea",Indonesia,,60149,,21090,11433,,
Ghana,"MT2 - 04 - Coffee, tea",Ireland,,4270,,300,,,
Ghana,"MT2 - 04 - Coffee, tea",Israel,,,,2037,,,
Ghana,"MT2 - 04 - Coffee, tea",Italy,,235256,,118019,512224,,
Ghana,"MT2 - 04 - Coffee, tea",Japan,,,,500,631,,
Ghana,"MT2 - 04 - Coffee, tea",Jordan,,45002,,34142,36211,,
Ghana,"MT2 - 04 - Coffee, tea",Kazakhstan,,,,62641,29722,,
Ghana,"MT2 - 04 - Coffee, tea",Kenya,,1216,,1570482,1119594,,
Ghana,"MT2 - 04 - Coffee, tea","Korea, Republic of",,1987,,4472,3727,,
Ghana,"MT2 - 04 - Coffee, tea","Kuwait, the State of",,38,,19,,,
Ghana,"MT2 - 04 - Coffee, tea",Latvia,,32382,,,,,
Ghana,"MT2 - 04 - Coffee, tea",Lebanese Republic,,42494,,41362,35499,,
Ghana,"MT2 - 04 - Coffee, tea",Liberia,,,,,8110,,
Ghana,"MT2 - 04 - Coffee, tea",Luxembourg,,43459,,610,433,,
Ghana,"MT2 - 04 - Coffee, tea",Malaysia,,330821,,316639,41326,,
Ghana,"MT2 - 04 - Coffee, tea",Mali,,9725,,15566,12347,,
Ghana,"MT2 - 04 - Coffee, tea",Malta,,11426,,,2518,,
Ghana,"MT2 - 04 - Coffee, tea",Mauritius,,22969,,,,,
Ghana,"MT2 - 04 - Coffee, tea",Morocco,,7602,,16806,520,,
Ghana,"MT2 - 04 - Coffee, tea",Netherlands,,360934,,169511,589527,,
Ghana,"MT2 - 04 - Coffee, tea",New Zealand,,79,,,,,
Ghana,"MT2 - 04 - Coffee, tea",Niger,,5374,,3576,9047,,
Ghana,"MT2 - 04 - Coffee, tea",Nigeria,,23804,,555701,180060,,
Ghana,"MT2 - 04 - Coffee, tea",Norway,,435,,,55,,
Ghana,"MT2 - 04 - Coffee, tea",Oman,,,,,1670,,
Ghana,"MT2 - 04 - Coffee, tea",Pakistan,,1894,,7591,18736,,
Ghana,"MT2 - 04 - Coffee, tea",Panama,,19,,,,,
Ghana,"MT2 - 04 - Coffee, tea",Philippines,,103043,,73507,78535,,
Ghana,"MT2 - 04 - Coffee, tea",Poland,,7923,,11614,,,
Ghana,"MT2 - 04 - Coffee, tea",Portugal,,851,,12480,793,,
Ghana,"MT2 - 04 - Coffee, tea",Qatar,,439,,,14,,
Ghana,"MT2 - 04 - Coffee, tea",Rwanda,,4650,,,,,
Ghana,"MT2 - 04 - Coffee, tea","Saudi Arabia, Kingdom of",,30968,,42089,14631,,
Ghana,"MT2 - 04 - Coffee, tea",Singapore,,,,32779,160851,,
Ghana,"MT2 - 04 - Coffee, tea",South Africa,,447058,,451259,436153,,
Ghana,"MT2 - 04 - Coffee, tea",Spain,,91258,,75714,56033,,
Ghana,"MT2 - 04 - Coffee, tea",Sri Lanka,,856268,,924640,778053,,
Ghana,"MT2 - 04 - Coffee, tea",Sweden,,64,,66,,,
Ghana,"MT2 - 04 - Coffee, tea",Switzerland,,19312,,42320,101459,,
Ghana,"MT2 - 04 - Coffee, tea",Chinese Taipei,,748,,7511,10654,,
Ghana,"MT2 - 04 - Coffee, tea",Tanzania,,,,1303,15158,,
Ghana,"MT2 - 04 - Coffee, tea",Thailand,,116078,,154973,14,,
Ghana,"MT2 - 04 - Coffee, tea",Togo,,89482,,14288,10541,,
Ghana,"MT2 - 04 - Coffee, tea",Tunisia,,,,,2010,,
Ghana,"MT2 - 04 - Coffee, tea",Turkey,,162407,,287964,278280,,
Ghana,"MT2 - 04 - Coffee, tea",Ukraine,,15423,,,33789,,
Ghana,"MT2 - 04 - Coffee, tea",United Arab Emirates,,1545081,,563519,381930,,
Ghana,"MT2 - 04 - Coffee, tea",United Kingdom,,560535,,625606,445314,,
Ghana,"MT2 - 04 - Coffee, tea",United States of America,,77413,,114141,59843,,
Ghana,"MT2 - 04 - Coffee, tea",Viet Nam,,712,,9726,7488,,
Guinea,MT2 - 01 - Animal products,World,,,22064410,27117242,25990155,,
Guinea,MT2 - 01 - Animal products,Argentina,,,13921,,183327,,
Guinea,MT2 - 01 - Animal products,Australia,,,139997,167722,,,
Guinea,MT2 - 01 - Animal products,Austria,,,12355,26603,95067,,
Guinea,MT2 - 01 - Animal products,Belgium,,,1028569,694322,488945,,
Guinea,MT2 - 01 - Animal products,Brazil,,,2196234,2766421,2140839,,
Guinea,MT2 - 01 - Animal products,Canada,,,349110,426012,337542,,
Guinea,MT2 - 01 - Animal products,Chile,,,,49360,37302,,
Guinea,MT2 - 01 - Animal products,China,,,88301,88746,247878,,
Guinea,MT2 - 01 - Animal products,Colombia,,,,,92,,
Guinea,MT2 - 01 - Animal products,Côte d'Ivoire,,,422,91,728,,
Guinea,MT2 - 01 - Animal products,Cyprus,,,107702,25934,11869,,
Guinea,MT2 - 01 - Animal products,Czech Republic,,,,39,,,
Guinea,MT2 - 01 - Animal products,Denmark,,,315504,586447,419850,,
Guinea,MT2 - 01 - Animal products,Egypt,,,2151,2531,824,,
Guinea,MT2 - 01 - Animal products,Finland,,,,,14216,,
Guinea,MT2 - 01 - Animal products,France,,,2257785,2329820,1978373,,
Guinea,MT2 - 01 - Animal products,Germany,,,193672,415281,818932,,
Guinea,MT2 - 01 - Animal products,Greece,,,38803,142834,207464,,
Guinea,MT2 - 01 - Animal products,Hungary,,,171098,135079,123795,,
Guinea,MT2 - 01 - Animal products,Iceland,,,17422,,,,
Guinea,MT2 - 01 - Animal products,India,,,470142,387516,246659,,
Guinea,MT2 - 01 - Animal products,Iran,,,17783,,,,
Guinea,MT2 - 01 - Animal products,Ireland,,,89142,17475,171838,,
Guinea,MT2 - 01 - Animal products,Israel,,,,14507,,,
Guinea,MT2 - 01 - Animal products,Italy,,,2103348,1912747,1815909,,
Guinea,MT2 - 01 - Animal products,Jordan,,,36690,44966,,,
Guinea,MT2 - 01 - Animal products,"Korea, Republic of",,,,524,891,,
Guinea,MT2 - 01 - Animal products,Lebanese Republic,,,83131,324151,5994,,
Guinea,MT2 - 01 - Animal products,Liberia,,,,28685,,,
Guinea,MT2 - 01 - Animal products,Liechtenstein,,,620,,,,
Guinea,MT2 - 01 - Animal products,Lithuania,,,12228,,81968,,
Guinea,MT2 - 01 - Animal products,Mali,,,87562,136165,121659,,
Guinea,MT2 - 01 - Animal products,Malta,,,,7142,,,
Guinea,MT2 - 01 - Animal products,Mauritania,,,14362,,,,
Guinea,MT2 - 01 - Animal products,Morocco,,,22809,27538,13746,,
Guinea,MT2 - 01 - Animal products,Netherlands,,,1690037,2910893,1994976,,
Guinea,MT2 - 01 - Animal products,Niger,,,,735,,,
Guinea,MT2 - 01 - Animal products,Panama,,,26733,,,,
Guinea,MT2 - 01 - Animal products,Poland,,,971454,1106339,1752516,,
Guinea,MT2 - 01 - Animal products,Portugal,,,75550,344945,557570,,
Guinea,MT2 - 01 - Animal products,Romania,,,,,12710,,
Guinea,MT2 - 01 - Animal products,Russian Federation,,,,,12007,,
Guinea,MT2 - 01 - Animal products,"Saudi Arabia, Kingdom of",,,,13429,124861,,
Guinea,MT2 - 01 - Animal products,Senegal,,,375,,,,
Guinea,MT2 - 01 - Animal products,Serbia,,,,,33005,,
Guinea,MT2 - 01 - Animal products,Seychelles,,,,,13845,,
Guinea,MT2 - 01 - Animal products,Sierra Leone,,,3076,,,,
Guinea,MT2 - 01 - Animal products,Singapore,,,85079,1582,2253,,
Guinea,MT2 - 01 - Animal products,South Africa,,,64,24488,,,
Guinea,MT2 - 01 - Animal products,Spain,,,1693184,4328740,3889577,,
Guinea,MT2 - 01 - Animal products,Sweden,,,,,25770,,
Guinea,MT2 - 01 - Animal products,Chinese Taipei,,,3752,4178,4859,,
Guinea,MT2 - 01 - Animal products,Tunisia,,,71500,93610,124363,,
Guinea,MT2 - 01 - Animal products,Turkey,,,246866,399686,455352,,
Guinea,MT2 - 01 - Animal products,Ukraine,,,1096533,1566505,2237827,,
Guinea,MT2 - 01 - Animal products,United Arab Emirates,,,604533,9670,67641,,
Guinea,MT2 - 01 - Animal products,United Kingdom,,,946726,1204615,1410752,,
Guinea,MT2 - 01 - Animal products,United States of America,,,4678084,4349169,3704564,,
Guinea,MT2 - 02 - Dairy products,World,,,6726500,7200294,8864940,,
Guinea,MT2 - 02 - Dairy products,Belgium,,,1627738,2475816,2206415,,
Guinea,MT2 - 02 - Dairy products,Bulgaria,,,,15430,,,
Guinea,MT2 - 02 - Dairy products,China,,,57089,69579,431268,,
Guinea,MT2 - 02 - Dairy products,Côte d'Ivoire,,,,25995,192970,,
Guinea,MT2 - 02 - Dairy products,Czech Republic,,,,,11271,,
Guinea,MT2 - 02 - Dairy products,Denmark,,,55883,102698,91617,,
Guinea,MT2 - 02 - Dairy products,Egypt,,,65632,38193,33049,,
Guinea,MT2 - 02 - Dairy products,Eswatini,,,,,11102,,
Guinea,MT2 - 02 - Dairy products,France,,,1088474,911422,738362,,
Guinea,MT2 - 02 - Dairy products,Germany,,,157959,186018,335386,,
Guinea,MT2 - 02 - Dairy products,Ghana,,,,2275,1256,,
Guinea,MT2 - 02 - Dairy products,Greece,,,,10,92,,
Guinea,MT2 - 02 - Dairy products,"Hong Kong, China",,,11039,44616,44147,,
Guinea,MT2 - 02 - Dairy products,India,,,888,64867,75673,,
Guinea,MT2 - 02 - Dairy products,Indonesia,,,,20,,,
Guinea,MT2 - 02 - Dairy products,Ireland,,,133586,132465,1378452,,
Guinea,MT2 - 02 - Dairy products,Italy,,,4258,,,,
Guinea,MT2 - 02 - Dairy products,"Korea, Republic of",,,,210,227,,
Guinea,MT2 - 02 - Dairy products,Lebanese Republic,,,35584,16134,18085,,
Guinea,MT2 - 02 - Dairy products,Malaysia,,,67501,44558,87662,,
Guinea,MT2 - 02 - Dairy products,Mali,,,10993,17507,7713,,
Guinea,MT2 - 02 - Dairy products,Morocco,,,49570,214463,62633,,
Guinea,MT2 - 02 - Dairy products,Netherlands,,,2088663,1653124,1698613,,
Guinea,MT2 - 02 - Dairy products,New Zealand,,,85000,42791,,,
Guinea,MT2 - 02 - Dairy products,Nigeria,,,16347,,,,
Guinea,MT2 - 02 - Dairy products,Poland,,,13895,55096,131656,,
Guinea,MT2 - 02 - Dairy products,Portugal,,,61313,18903,10122,,
Guinea,MT2 - 02 - Dairy products,Russian Federation,,,,65,,,
Guinea,MT2 - 02 - Dairy products,"Saudi Arabia, Kingdom of",,,1033,284,7958,,
Guinea,MT2 - 02 - Dairy products,Sierra Leone,,,79740,,2940,,
Guinea,MT2 - 02 - Dairy products,Singapore,,,11774,,21396,,
Guinea,MT2 - 02 - Dairy products,Slovenia,,,12629,,9184,,
Guinea,MT2 - 02 - Dairy products,South Africa,,,26324,8162,5387,,
Guinea,MT2 - 02 - Dairy products,Spain,,,122603,179178,88311,,
Guinea,MT2 - 02 - Dairy products,Sweden,,,19750,,,,
Guinea,MT2 - 02 - Dairy products,Switzerland,,,1861,,,,
Guinea,MT2 - 02 - Dairy products,Thailand,,,,10928,,,
Guinea,MT2 - 02 - Dairy products,Togo,,,28220,50084,20265,,
Guinea,MT2 - 02 - Dairy products,Turkey,,,5159,,5087,,
Guinea,MT2 - 02 - Dairy products,Ukraine,,,,,21142,,
Guinea,MT2 - 02 - Dairy products,United Arab Emirates,,,251113,469687,756352,,
Guinea,MT2 - 02 - Dairy products,United Kingdom,,,521538,348414,356021,,
Guinea,MT2 - 02 - Dairy products,United States of America,,,13344,1109,3128,,
Guinea,MT2 - 02 - Dairy products,Viet Nam,,,,192,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",World,,,24705422,30697574,26265404,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Algeria,,,10943,12131,35687,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Argentina,,,,11969,49124,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Australia,,,,3,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Belgium,,,1552682,1861661,1586566,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Benin,,,28707,,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Brazil,,,6528,7047,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Cameroon,,,60,,6279,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Canada,,,,150,8,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",China,,,807321,1620226,5686168,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Côte d'Ivoire,,,458,170,7981,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Czech Republic,,,6335,,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Denmark,,,8135,731,6169,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Egypt,,,10827,224466,767759,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Ethiopia,,,,799,536,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",France,,,1578254,1616560,1558925,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Germany,,,61828,59846,206041,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Ghana,,,2620,210,327,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Greece,,,,,153,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants","Hong Kong, China",,,2783,1061617,143974,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",India,,,15979,12241,26188,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Iran,,,14532,6687,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Iraq,,,,,25801,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Ireland,,,,29427,13416,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Israel,,,248,,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Italy,,,227830,235635,673771,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Jordan,,,,3660,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants","Korea, Republic of",,,,1954,503,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants","Kuwait, the State of",,,,42,300,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Lebanese Republic,,,56264,48040,23660,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Liechtenstein,,,178,,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Luxembourg,,,92,,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Malaysia,,,,3522,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Mali,,,15597,19248,13883,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Mauritania,,,,214,170,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Morocco,,,50453,19365,40379,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Netherlands,,,14158556,16317925,10828036,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Niger,,,,,27766,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Pakistan,,,,1968,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Poland,,,20881,1717,27860,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Portugal,,,13981,7048,93,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Sao Tomé and Principe,,,,7075,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants","Saudi Arabia, Kingdom of",,,25703,48695,29588,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Senegal,,,677,,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Sierra Leone,,,5294355,5741895,2075257,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Singapore,,,16512,12033,19168,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",South Africa,,,99888,157316,328328,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Spain,,,288948,533760,647034,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Sweden,,,4763,,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Tanzania,,,20912,,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Thailand,,,7348,,,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Togo,,,,18855,1000,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Tunisia,,,4947,31,253,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Turkey,,,9888,638197,1021080,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Ukraine,,,,,13658,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",United Arab Emirates,,,241699,302442,234751,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",United Kingdom,,,4188,22002,7636,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",United States of America,,,13371,7720,34416,,
Guinea,"MT2 - 03 - Fruits, vegetables, plants",Viet Nam,,,20147,,1114,,
Guinea,"MT2 - 04 - Coffee, tea",World,,,5086371,6301658,4907214,,
Guinea,"MT2 - 04 - Coffee, tea",Australia,,,,,3,,
Guinea,"MT2 - 04 - Coffee, tea",Belgium,,,10255,31738,9017,,
Guinea,"MT2 - 04 - Coffee, tea",Bosnia and Herzegovina,,,,36536,,,
Guinea,"MT2 - 04 - Coffee, tea",Botswana,,,,,209,,
Guinea,"MT2 - 04 - Coffee, tea",Brazil,,,49578,49759,41345,,
Guinea,"MT2 - 04 - Coffee, tea",Burkina Faso,,,,,63,,
Guinea,"MT2 - 04 - Coffee, tea",China,,,1855141,2206092,1940878,,
Guinea,"MT2 - 04 - Coffee, tea",Colombia,,,19816,1998,,,
Guinea,"MT2 - 04 - Coffee, tea",Côte d'Ivoire,,,903880,1276740,290618,,
Guinea,"MT2 - 04 - Coffee, tea",Egypt,,,10894,848,2849,,
Guinea,"MT2 - 04 - Coffee, tea",France,,,140918,163978,114041,,
Guinea,"MT2 - 04 - Coffee, tea",Germany,,,8812,,507,,
Guinea,"MT2 - 04 - Coffee, tea",Ghana,,,47289,,,,
Guinea,"MT2 - 04 - Coffee, tea","Hong Kong, China",,,1012,87206,23962,,
Guinea,"MT2 - 04 - Coffee, tea",India,,,311923,215871,510011,,
Guinea,"MT2 - 04 - Coffee, tea",Indonesia,,,,,2449,,
Guinea,"MT2 - 04 - Coffee, tea",Iran,,,3535,1399,,,
Guinea,"MT2 - 04 - Coffee, tea",Italy,,,4665,15323,27775,,
Guinea,"MT2 - 04 - Coffee, tea",Japan,,,15,84,,,
Guinea,"MT2 - 04 - Coffee, tea",Kenya,,,,90222,53834,,
Guinea,"MT2 - 04 - Coffee, tea","Korea, Republic of",,,139,,,,
Guinea,"MT2 - 04 - Coffee, tea",Lebanese Republic,,,12561,17204,20214,,
Guinea,"MT2 - 04 - Coffee, tea",Liechtenstein,,,4411,,,,
Guinea,"MT2 - 04 - Coffee, tea",Luxembourg,,,,2531,,,
Guinea,"MT2 - 04 - Coffee, tea",Malaysia,,,352,1440,1569,,
Guinea,"MT2 - 04 - Coffee, tea",Morocco,,,95116,84468,58088,,
Guinea,"MT2 - 04 - Coffee, tea",Netherlands,,,26548,13499,9989,,
Guinea,"MT2 - 04 - Coffee, tea",Nigeria,,,36,,,,
Guinea,"MT2 - 04 - Coffee, tea",Pakistan,,,13011,,,,
Guinea,"MT2 - 04 - Coffee, tea",Poland,,,,783,8505,,
Guinea,"MT2 - 04 - Coffee, tea",Portugal,,,2874,3369,3025,,
Guinea,"MT2 - 04 - Coffee, tea",Russian Federation,,,,,513,,
Guinea,"MT2 - 04 - Coffee, tea","Saudi Arabia, Kingdom of",,,297,,52,,
Guinea,"MT2 - 04 - Coffee, tea",Senegal,,,506,,504,,
Guinea,"MT2 - 04 - Coffee, tea",Sierra Leone,,,69408,133945,,,
Guinea,"MT2 - 04 - Coffee, tea",Singapore,,,21639,,,,
Guinea,"MT2 - 04 - Coffee, tea",South Africa,,,,,12490,,
Guinea,"MT2 - 04 - Coffee, tea",Spain,,,10219,10393,8673,,
Guinea,"MT2 - 04 - Coffee, tea",Sri Lanka,,,1222421,1662930,1460600,,
Guinea,"MT2 - 04 - Coffee, tea",Suriname,,,23018,,38,,
Guinea,"MT2 - 04 - Coffee, tea",Thailand,,,,125,1145,,
Guinea,"MT2 - 04 - Coffee, tea",Togo,,,,4146,7623,,
Guinea,"MT2 - 04 - Coffee, tea",Turkey,,,99018,36074,108427,,
Guinea,"MT2 - 04 - Coffee, tea",United Arab Emirates,,,60790,122144,136625,,
Guinea,"MT2 - 04 - Coffee, tea",United Kingdom,,,3368,3535,1298,,
Guinea,"MT2 - 04 - Coffee, tea",United States of America,,,5805,4597,3837,,
Guinea,"MT2 - 04 - Coffee, tea",Uruguay,,,47101,22680,45681,,
Guyana,MT2 - 01 - Animal products,World,6210027,6850841,,,,,
Guyana,MT2 - 01 - Animal products,Argentina,250,,,,,,
Guyana,MT2 - 01 - Animal products,Barbados,109359,155273,,,,,
Guyana,MT2 - 01 - Animal products,"Bolivia, Plurinational State of",1000,,,,,,
Guyana,MT2 - 01 - Animal products,Brazil,2086933,2118712,,,,,
Guyana,MT2 - 01 - Animal products,Canada,42940,42582,,,,,
Guyana,MT2 - 01 - Animal products,China,5125,9479,,,,,
Guyana,MT2 - 01 - Animal products,Colombia,,41053,,,,,
Guyana,MT2 - 01 - Animal products,France,219212,134062,,,,,
Guyana,MT2 - 01 - Animal products,"Hong Kong, China",,217,,,,,
Guyana,MT2 - 01 - Animal products,India,,25727,,,,,
Guyana,MT2 - 01 - Animal products,Indonesia,650,,,,,,
Guyana,MT2 - 01 - Animal products,Jamaica,158833,5558,,,,,
Guyana,MT2 - 01 - Animal products,Malaysia,750,,,,,,
Guyana,MT2 - 01 - Animal products,Netherlands,5259,26792,,,,,
Guyana,MT2 - 01 - Animal products,Singapore,,76958,,,,,
Guyana,MT2 - 01 - Animal products,Suriname,112146,188406,,,,,
Guyana,MT2 - 01 - Animal products,Sweden,,138226,,,,,
Guyana,MT2 - 01 - Animal products,Thailand,30875,26100,,,,,
Guyana,MT2 - 01 - Animal products,Trinidad and Tobago,1389530,1595543,,,,,
Guyana,MT2 - 01 - Animal products,United Kingdom,22382,,,,,,
Guyana,MT2 - 01 - Animal products,United States of America,2024783,2266152,,,,,
Guyana,MT2 - 02 - Dairy products,World,35523769,26355121,,,,,
Guyana,MT2 - 02 - Dairy products,Antigua and Barbuda,21813,,,,,,
Guyana,MT2 - 02 - Dairy products,Argentina,18177,,,,,,
Guyana,MT2 - 02 - Dairy products,Australia,259194,171000,,,,,
Guyana,MT2 - 02 - Dairy products,Bangladesh,538,,,,,,
Guyana,MT2 - 02 - Dairy products,Barbados,176195,183976,,,,,
Guyana,MT2 - 02 - Dairy products,Belgium,222522,183340,,,,,
Guyana,MT2 - 02 - Dairy products,Brazil,117257,134350,,,,,
Guyana,MT2 - 02 - Dairy products,Canada,19730,134614,,,,,
Guyana,MT2 - 02 - Dairy products,China,9464,1746,,,,,
Guyana,MT2 - 02 - Dairy products,Colombia,16264,,,,,,
Guyana,MT2 - 02 - Dairy products,Denmark,2631862,1034528,,,,,
Guyana,MT2 - 02 - Dairy products,Dominican Republic,5271,3200,,,,,
Guyana,MT2 - 02 - Dairy products,Egypt,38654,31208,,,,,
Guyana,MT2 - 02 - Dairy products,Eswatini,,13570,,,,,
Guyana,MT2 - 02 - Dairy products,France,143529,135777,,,,,
Guyana,MT2 - 02 - Dairy products,Germany,156074,276837,,,,,
Guyana,MT2 - 02 - Dairy products,"Hong Kong, China",15170,,,,,,
Guyana,MT2 - 02 - Dairy products,India,5689,,,,,,
Guyana,MT2 - 02 - Dairy products,Indonesia,3430,,,,,,
Guyana,MT2 - 02 - Dairy products,Iran,113760,,,,,,
Guyana,MT2 - 02 - Dairy products,Ireland,698096,344312,,,,,
Guyana,MT2 - 02 - Dairy products,Jamaica,1423,1487,,,,,
Guyana,MT2 - 02 - Dairy products,"Korea, Republic of",3016,,,,,,
Guyana,MT2 - 02 - Dairy products,Malaysia,755852,361198,,,,,
Guyana,MT2 - 02 - Dairy products,Mexico,13072,52931,,,,,
Guyana,MT2 - 02 - Dairy products,Netherlands,1679170,1917508,,,,,
Guyana,MT2 - 02 - Dairy products,New Zealand,20906044,14261094,,,,,
Guyana,MT2 - 02 - Dairy products,Peru,766381,1030498,,,,,
Guyana,MT2 - 02 - Dairy products,Poland,1800,,,,,,
Guyana,MT2 - 02 - Dairy products,Singapore,408007,703369,,,,,
Guyana,MT2 - 02 - Dairy products,Suriname,459466,342167,,,,,
Guyana,MT2 - 02 - Dairy products,Sweden,,11420,,,,,
Guyana,MT2 - 02 - Dairy products,Switzerland,,37592,,,,,
Guyana,MT2 - 02 - Dairy products,Thailand,263578,20247,,,,,
Guyana,MT2 - 02 - Dairy products,Trinidad and Tobago,604473,728263,,,,,
Guyana,MT2 - 02 - Dairy products,United Kingdom,951900,787815,,,,,
Guyana,MT2 - 02 - Dairy products,United States of America,3980650,3332245,,,,,
Guyana,MT2 - 02 - Dairy products,Uruguay,,104020,,,,,
Guyana,MT2 - 02 - Dairy products,Viet Nam,17058,,,,,,
Guyana,"MT2 - 03 - Fruits, vegetables, plants",World,23772861,28143805,,,,,
Guyana,"MT2 - 03 - Fruits, vegetables, plants",Antigua and Barbuda,15,,,,,,
Guyana,"MT2 - 03 - Fruits, vegetables, plants",Argentina,18675,,,,,,
Guyana,"MT2 - 03 - Fruits, vegetables, plants",Barbados,,14274,,,,,
Guyana,"MT2 - 03 - Fruits, vegetables, plants",Belgium,68323,117393,,,,,
Guyana,"MT2 - 03 - Fruits, vegetables, plants",Belize,974197,795464,,,,,
Guyana,"MT2 - 03 - Fruits, vegetables, plants",Brazil,4882,19035,,,,,
Guyana,"MT2 - 03 - Fruits, vegetables, plants",Canada,1409318,1428507,,,,,
Guyana,"MT2 - 03 - Fruits, vegetables, plants",Chile,,1191,,,,,
