state,date,cases,cases_avg,deaths,deaths_avg
Alabama,3/13/20,6,0.86,0,0
Alabama,3/14/20,6,1.71,0,0
Alabama,3/15/20,11,3.29,0,0
Alabama,3/16/20,6,4.14,0,0
Alabama,3/17/20,10,5.57,0,0
Alabama,3/18/20,12,7.29,0,0
Alabama,3/19/20,27,11.14,0,0
Alabama,3/20/20,28,14.29,0,0
Alabama,3/21/20,25,17,0,0
Alabama,3/22/20,26,19.14,0,0
Alabama,3/23/20,39,23.86,0,0
Alabama,3/24/20,46,29,0,0
Alabama,3/25/20,144,47.86,1,0.08
Alabama,3/26/20,152,65.71,2,0.21
Alabama,3/27/20,101,76.14,1,0.27
Alabama,3/28/20,81,84.14,0,0.27
Alabama,3/29/20,110,96.14,1,0.29
Alabama,3/30/20,117,107.29,6,0.61
Alabama,3/31/20,52,108.14,3,0.74
Alabama,4/1/20,109,103.14,14,3.86
Alabama,4/2/20,162,104.57,4,4.14
Alabama,4/3/20,265,128,6,4.86
Alabama,4/4/20,97,130.29,6,5
Alabama,4/5/20,208,144.29,1,5.71
Alabama,4/6/20,165,151.14,8,6
Alabama,4/7/20,192,171.14,11,7.14
Alabama,4/8/20,301,198.57,3,5.57
Alabama,4/9/20,340,224,11,6.57
Alabama,4/10/20,170,210.43,2,6
Alabama,4/11/20,254,232.86,13,7
Alabama,4/12/20,321,249,0,7
Alabama,4/13/20,222,257.14,11,7.29
Alabama,4/14/20,148,250.86,10,7.14
Alabama,4/15/20,288,249,9,8
Alabama,4/16/20,163,223.71,14,8.43
Alabama,4/17/20,168,223.43,14,10.14
Alabama,4/18/20,151,208.71,-4,10.14
Alabama,4/19/20,180,188.57,13,10.14
Alabama,4/20/20,175,181.86,4,9.38
Alabama,4/21/20,249,196.29,22,12.29
Alabama,4/22/20,283,195.57,15,13
Alabama,4/23/20,222,204,-4,13
Alabama,4/24/20,194,207.71,12,13.43
Alabama,4/25/20,187,212.86,4,12
Alabama,4/26/20,208,216.86,6,10.86
Alabama,4/27/20,118,208.71,9,10.29
Alabama,4/28/20,211,203.29,14,11.71
Alabama,4/29/20,175,187.86,20,11.43
Alabama,4/30/20,143,176.57,10,10.71
Alabama,5/1/20,226,181.14,17,11.43
Alabama,5/2/20,317,199.71,-1,11.43
Alabama,5/3/20,277,209.57,2,11.14
Alabama,5/4/20,224,224.71,8,11.43
Alabama,5/5/20,325,241,17,12.57
Alabama,5/6/20,254,252.29,28,14.57
Alabama,5/7/20,355,282.57,26,15.43
Alabama,5/8/20,339,298.71,14,16
Alabama,5/9/20,283,293.86,7,14.57
Alabama,5/10/20,221,285.86,3,14.71
Alabama,5/11/20,275,293.14,10,15
Alabama,5/12/20,300,289.57,32,17.14
Alabama,5/13/20,236,287,15,15.29
Alabama,5/14/20,401,293.57,23,14.86
Alabama,5/15/20,272,284,10,14.29
Alabama,5/16/20,301,286.57,2,13.57
Alabama,5/17/20,97,268.86,3,13.57
Alabama,5/18/20,315,274.57,1,12.29
Alabama,5/19/20,290,273.14,15,9.86
Alabama,5/20/20,676,336,18,10.29
Alabama,5/21/20,362,330.43,7,8
Alabama,5/22/20,256,328.14,12,8.29
Alabama,5/23/20,479,353.57,8,9.14
Alabama,5/24/20,329,386.71,2,9
Alabama,5/25/20,508,414.29,15,11
Alabama,5/26/20,664,467.71,14,10.86
Alabama,5/27/20,382,425.71,3,8.71
Alabama,5/28/20,498,445.14,8,8.86
Alabama,5/29/20,501,480.14,19,9.86
Alabama,5/30/20,328,458.57,8,9.86
Alabama,5/31/20,593,496.29,12,11.29
Alabama,6/1/20,582,506.86,16,11.43
Alabama,6/2/20,237,445.86,7,10.43
Alabama,6/3/20,80,402.71,0,10.43
Alabama,6/4/20,221,363.14,0,10.43
Alabama,6/5/20,315,336.57,23,9.43
Alabama,6/6/20,656,383.43,13,10.14
Alabama,6/7/20,457,364,3,8.86
Alabama,6/8/20,425,341.57,26,10.29
Alabama,6/9/20,497,378.71,11,10.86
Alabama,6/10/20,567,448.29,15,11.38
Alabama,6/11/20,856,539,11,11.33
Alabama,6/12/20,865,617.57,14,13.29
Alabama,6/13/20,891,651.14,4,12
Alabama,6/14/20,1014,730.71,0,12
Alabama,6/15/20,657,763.86,1,8
Alabama,6/16/20,640,784.29,11,8
Alabama,6/17/20,400,760.43,5,6.57
Alabama,6/18/20,894,765.86,20,7.86
Alabama,6/19/20,796,756,12,7.57
Alabama,6/20/20,547,706.86,16,9.29
Alabama,6/21/20,472,629.43,1,8.25
Alabama,6/22/20,433,597.43,2,9.57
Alabama,6/23/20,643,597.86,23,11.29
Alabama,6/24/20,967,678.86,27,14.43
Alabama,6/25/20,1142,714.29,5,12.29
Alabama,6/26/20,977,740.14,11,12.14
Alabama,6/27/20,900,790.57,12,11.57
Alabama,6/28/20,358,774.29,0,11.57
Alabama,6/29/20,1734,960.14,10,12.57
Alabama,6/30/20,870,992.57,21,12.29
Alabama,7/1/20,917,985.43,22,11.57
Alabama,7/2/20,1149,986.43,13,12.71
Alabama,7/3/20,1754,1097.43,21,14.14
Alabama,7/4/20,997,1111.29,1,12.57
Alabama,7/5/20,1091,1216,0,12.57
Alabama,7/6/20,925,1100.43,0,12.57
Alabama,7/7/20,907,1105.71,26,11.86
Alabama,7/8/20,1177,1142.86,25,12.29
Alabama,7/9/20,2212,1294.71,10,11.86
Alabama,7/10/20,1334,1234.71,36,14
Alabama,7/11/20,1439,1297.86,10,15.29
Alabama,7/12/20,1640,1376.29,7,14.25
Alabama,7/13/20,1958,1523.86,3,13
Alabama,7/14/20,1710,1638.57,40,18.71
Alabama,7/15/20,1812,1729.29,47,21.86
Alabama,7/16/20,2021,1702,19,23.14
Alabama,7/17/20,2003,1797.57,35,23
Alabama,7/18/20,2143,1898.14,21,24.57
Alabama,7/19/20,1777,1917.71,1,23.71
Alabama,7/20/20,1880,1906.57,4,23.86
Alabama,7/21/20,1467,1871.86,12,19.86
Alabama,7/22/20,1455,1820.86,61,21.86
Alabama,7/23/20,2399,1874.86,33,23.86
Alabama,7/24/20,1793,1844.86,41,24.71
Alabama,7/25/20,2125,1842.29,18,24.29
Alabama,7/26/20,1164,1754.71,17,26.57
Alabama,7/27/20,1821,1746.29,18,28.57
Alabama,7/28/20,1251,1715.43,0,28.57
Alabama,7/29/20,1416,1709.86,47,24.86
Alabama,7/30/20,1980,1650,27,24
Alabama,7/31/20,1961,1674,15,20.29
Alabama,8/1/20,1626,1602.71,23,21
Alabama,8/2/20,2095,1735.71,24,22
Alabama,8/3/20,1217,1649.43,6,20.29
Alabama,8/4/20,1041,1619.43,33,21.88
Alabama,8/5/20,952,1553.14,29,22.43
Alabama,8/6/20,1938,1547.14,19,21.29
Alabama,8/7/20,1709,1511.14,21,22.14
Alabama,8/8/20,1872,1546.29,20,21.71
Alabama,8/9/20,1161,1412.86,13,20.14
Alabama,8/10/20,1686,1479.86,29,23.43
Alabama,8/11/20,831,1449.86,50,25.86
Alabama,8/12/20,935,1447.43,35,26.71
Alabama,8/13/20,771,1280.71,8,25.14
Alabama,8/14/20,752,1144,3,22.57
Alabama,8/15/20,1271,1058.14,3,20.14
Alabama,8/16/20,853,1014.14,2,18.57
Alabama,8/17/20,571,854.86,27,18.29
Alabama,8/18/20,1357,930,11,12.71
Alabama,8/19/20,1117,956,8,8.86
Alabama,8/20/20,971,984.57,30,12
Alabama,8/21/20,1183,1046.14,22,14.71
Alabama,8/22/20,900,993.14,15,16.43
Alabama,8/23/20,528,946.71,2,16.43
Alabama,8/24/20,1650,1100.86,11,14.14
Alabama,8/25/20,532,983,13,14.43
Alabama,8/26/20,2012,1110.86,8,14.43
Alabama,8/27/20,1769,1224.86,31,14.57
Alabama,8/28/20,1162,1221.86,31,15.86
Alabama,8/29/20,1704,1336.71,45,20.14
Alabama,8/30/20,1346,1453.57,10,21.29
Alabama,8/31/20,823,1335.43,20,22.57
Alabama,9/1/20,1558,1482,18,23.29
Alabama,9/2/20,623,1283.57,17,24.57
Alabama,9/3/20,1046,1180.29,16,22.43
Alabama,9/4/20,1108,1172.57,33,22.71
Alabama,9/5/20,1410,1130.57,9,17.57
Alabama,9/6/20,511,1011.29,1,16.29
Alabama,9/7/20,659,987.86,0,16.29
Alabama,9/8/20,633,855.71,1,11
Alabama,9/9/20,811,882.57,8,9.71
Alabama,9/10/20,1148,897.14,16,9.71
Alabama,9/11/20,1138,901.43,32,9.57
Alabama,9/12/20,943,834.71,17,10.71
Alabama,9/13/20,1109,920.14,1,10.71
Alabama,9/14/20,704,926.57,4,9.88
Alabama,9/15/20,701,936.29,32,15.71
Alabama,9/16/20,927,952.86,5,15.29
Alabama,9/17/20,670,884.57,9,14.29
Alabama,9/18/20,1106,880,27,13.57
Alabama,9/19/20,1301,931.14,9,12.43
Alabama,9/20/20,798,886.71,0,12.43
Alabama,9/21/20,818,903,2,12
Alabama,9/22/20,804,917.71,18,10
Alabama,9/23/20,569,866.57,31,13.71
Alabama,9/24/20,1053,921.29,18,15
Alabama,9/25/20,2452,921.29,-15,15
Alabama,9/26/20,933,896.57,10,12.57
Alabama,9/27/20,730,815,1,11.43
Alabama,9/28/20,662,795.57,-1,11.43
Alabama,9/29/20,571,760.29,16,12
Alabama,9/30/20,1147,809.29,23,16.71
Alabama,10/1/20,1043,877,8,15.29
Alabama,10/2/20,954,862.86,2,11.14
Alabama,10/3/20,1682,969.86,8,9.71
Alabama,10/4/20,789,978.29,0,9.71
Alabama,10/5/20,544,961.43,1,8.29
Alabama,10/6/20,764,989,21,9
Alabama,10/7/20,941,959.57,21,8.71
Alabama,10/8/20,557,890.14,36,12.71
Alabama,10/9/20,1490,966.71,16,14.71
Alabama,10/10/20,1061,878,11,15.14
Alabama,10/11/20,816,881.86,0,15.14
Alabama,10/12/20,734,909,1,15.14
Alabama,10/13/20,1117,959.43,0,15.14
Alabama,10/14/20,784,937,41,15
Alabama,10/15/20,1185,1026.71,50,17
Alabama,10/16/20,1212,987,30,19
Alabama,10/17/20,1288,1019.43,2,17.71
Alabama,10/18/20,964,1040.57,0,17.71
Alabama,10/19/20,859,1058.43,1,17.71
Alabama,10/20/20,1043,1047.86,16,17.5
Alabama,10/21/20,1146,1099.57,23,17.43
Alabama,10/22/20,1390,1128.86,15,12.43
Alabama,10/23/20,3852,1128.86,16,10.43
Alabama,10/24/20,2360,1292.86,7,11.14
Alabama,10/25/20,1079,1263,0,11.14
Alabama,10/26/20,967,1263.43,0,11.14
Alabama,10/27/20,1115,1300,26,12.43
Alabama,10/28/20,1269,1332.29,19,11.86
Alabama,10/29/20,1443,1374.71,3,10.14
Alabama,10/30/20,1347,1368.57,18,10.43
Alabama,10/31/20,1789,1287,35,14.43
Alabama,11/1/20,1700,1287,6,13.38
Alabama,11/2/20,907,1262.43,0,13.38
Alabama,11/3/20,1037,1272.43,14,13.57
Alabama,11/4/20,1848,1377.14,19,13.57
Alabama,11/5/20,1381,1393.14,20,16
Alabama,11/6/20,1556,1409.29,23,16.71
Alabama,11/7/20,1768,1469.43,33,16.43
Alabama,11/8/20,1205,1386,2,15.86
Alabama,11/9/20,1170,1423.57,0,15.86
Alabama,11/10/20,1710,1519.71,36,19
Alabama,11/11/20,2070,1551.43,81,27.86
Alabama,11/12/20,2000,1639.86,12,26.71
Alabama,11/13/20,2980,1843.29,18,26
Alabama,11/14/20,2226,1908.71,15,23.43
Alabama,11/15/20,1979,2019.29,2,23.43
Alabama,11/16/20,1410,2053.57,1,20.63
Alabama,11/17/20,1616,2040.14,52,25.86
Alabama,11/18/20,2638,2121.29,46,20.86
Alabama,11/19/20,2424,2181.86,72,29.43
Alabama,11/20/20,2463,2108,32,31.43
Alabama,11/21/20,2335,2123.57,6,30.14
Alabama,11/22/20,1798,2097.71,0,30.14
Alabama,11/23/20,1574,2121.14,2,30
Alabama,11/24/20,2785,2288.14,13,24.43
Alabama,11/25/20,2453,2261.71,60,26.43
Alabama,11/26/20,2639,2292.43,40,21.86
Alabama,11/27/20,917,2071.57,0,21.86
Alabama,11/28/20,2119,2040.71,0,21.86
Alabama,11/29/20,2236,2103.29,5,15
Alabama,11/30/20,2295,2206.29,1,17
Alabama,12/1/20,3376,2290.71,60,23.71
Alabama,12/2/20,3928,2501.43,73,25.57
Alabama,12/3/20,3531,2628.86,65,29.14
Alabama,12/4/20,3840,3046.43,55,32.38
Alabama,12/5/20,3390,3228,46,33.89
Alabama,12/6/20,2288,3235.43,12,44.57
Alabama,12/7/20,2352,3243.57,3,44.86
Alabama,12/8/20,4436,3395,50,43.43
Alabama,12/9/20,3522,3337,43,39.14
Alabama,12/10/20,4735,3509,49,36.86
Alabama,12/11/20,3853,3510.86,52,36.43
Alabama,12/12/20,4066,3607.43,16,32.14
Alabama,12/13/20,2790,3679.14,0,32.14
Alabama,12/14/20,2264,3666.57,0,32.14
Alabama,12/15/20,3638,3552.57,22,26
Alabama,12/16/20,4107,3636.14,74,30.43
Alabama,12/17/20,4695,3630.43,56,31.43
Alabama,12/18/20,5348,3844,42,30
Alabama,12/19/20,4221,3866.14,93,41
Alabama,12/20/20,2548,3831.57,0,41
Alabama,12/21/20,2380,3848.14,0,41
Alabama,12/22/20,4979,4039.71,63,46.86
Alabama,12/23/20,4758,4132.71,135,55.57
Alabama,12/24/20,4232,4066.57,89,60.29
Alabama,12/25/20,3625,3820.43,4,54.86
Alabama,12/26/20,1032,3364.86,5,42.29
Alabama,12/27/20,2170,3310.86,6,37.75
Alabama,12/28/20,2269,3295,21,35.89
Alabama,12/29/20,3907,3141.86,25,40.71
Alabama,12/30/20,5016,3178.71,37,26.71
Alabama,12/31/20,4406,3203.57,53,21.57
Alabama,1/1/21,4521,3331.57,45,27.43
Alabama,1/2/21,3711,3714.29,0,27.43
Alabama,1/3/21,2476,3758,1,26
Alabama,1/4/21,2161,3742.57,5,23.71
Alabama,1/5/21,5498,3969.86,8,21.29
Alabama,1/6/21,4591,3909.14,108,31.43
Alabama,1/7/21,5046,4000.57,86,36.14
Alabama,1/8/21,5057,4077.14,111,45.57
Alabama,1/9/21,4863,4241.71,108,53.38
Alabama,1/10/21,2750,4280.86,35,65.86
Alabama,1/11/21,2100,4272.14,13,67
Alabama,1/12/21,3848,4036.43,226,67
Alabama,1/13/21,3147,3830.14,187,92.57
Alabama,1/14/21,3588,3621.86,185,103.57
Alabama,1/15/21,2945,3320.14,85,103.43
Alabama,1/16/21,3153,3075.86,89,100.29
Alabama,1/17/21,1917,2956.86,1,85
Alabama,1/18/21,1430,2861.14,1,80.14
Alabama,1/19/21,2515,2670.71,5,79
Alabama,1/20/21,3112,2665.71,157,74.71
Alabama,1/21/21,2881,2564.71,96,62
Alabama,1/22/21,3551,2651.29,107,65.14
Alabama,1/23/21,3355,2680.14,171,76.86
Alabama,1/24/21,1728,2653.14,3,77.14
Alabama,1/25/21,1839,2711.57,2,77.29
Alabama,1/26/21,2900,2766.57,234,110
Alabama,1/27/21,3177,2775.86,276,127
Alabama,1/28/21,3648,2885.43,168,137.29
Alabama,1/29/21,2848,2785,226,154.29
Alabama,1/30/21,0,2785,0,154.29
Alabama,1/31/21,4057,2638.43,122,146.86
Alabama,2/1/21,1221,2550.14,0,146.86
Alabama,2/2/21,2078,2432.71,206,142.57
Alabama,2/3/21,2118,2281.43,309,147.29
Alabama,2/4/21,2767,2155.57,162,146.43
Alabama,2/5/21,1496,1962.43,84,126.14
Alabama,2/6/21,1992,1966.13,64,118.38
Alabama,2/7/21,1112,1826.29,2,118.14
Alabama,2/8/21,925,1784,8,104.38
Alabama,2/9/21,1318,1675.43,56,97.86
Alabama,2/10/21,1401,1573,309,97.86
Alabama,2/11/21,1503,1392.43,133,93.71
Alabama,2/12/21,1097,1335.43,159,104.43
Alabama,2/13/21,1189,1220.71,62,104.14
Alabama,2/14/21,1075,1215.43,0,104.14
Alabama,2/15/21,674,1179.57,2,103
Alabama,2/16/21,883,1117.43,13,96.86
Alabama,2/17/21,679,1014.29,89,65.43
Alabama,2/18/21,1198,970.71,78,57.57
Alabama,2/19/21,847,935,149,56.14
Alabama,2/20/21,774,875.71,17,49.71
Alabama,2/21/21,857,844.57,2,43.75
Alabama,2/22/21,677,845,0,43.75
Alabama,2/23/21,1453,926.43,68,57.57
Alabama,2/24/21,1247,1007.57,84,56.86
Alabama,2/25/21,890,963.57,87,58.14
Alabama,2/26/21,739,948.14,38,42.29
Alabama,2/27/21,834,956.71,61,48.57
Alabama,2/28/21,569,915.57,-1,48.57
Alabama,3/1/21,517,892.71,2,48.57
Alabama,3/2/21,652,778.29,60,50
Alabama,3/3/21,2733,778.29,38,52.86
Alabama,3/4/21,922,731.86,65,50.14
Alabama,3/5/21,811,720.57,28,41.71
Alabama,3/6/21,524,689.86,27,40.14
Alabama,3/7/21,408,629,-1,40.14
Alabama,3/8/21,273,586.71,0,40.14
Alabama,3/9/21,524,587.71,38,36.57
Alabama,3/10/21,782,606.29,36,33.14
Alabama,3/11/21,865,598.14,52,35.14
Alabama,3/12/21,448,546.29,25,29.43
Alabama,3/13/21,594,556.29,28,29.43
Alabama,3/14/21,368,550.57,0,29.43
Alabama,3/15/21,4556,550.57,2,22.63
Alabama,3/16/21,488,581.29,8,21.57
Alabama,3/17/21,759,614.86,26,20.14
Alabama,3/18/21,572,584.86,28,16.71
Alabama,3/19/21,531,537.14,34,18
Alabama,3/20/21,508,545.71,11,15.57
Alabama,3/21/21,373,514.14,0,15.57
Alabama,3/22/21,319,507.14,0,15.57
Alabama,3/23/21,10,438.86,14,16.14
Alabama,3/24/21,922,462.14,37,17.71
Alabama,3/25/21,427,441.43,17,16.14
Alabama,3/26/21,442,428.71,19,14
Alabama,3/27/21,492,426.43,3,12.86
Alabama,3/28/21,319,418.71,0,12.86
Alabama,3/29/21,228,405.71,0,12.86
Alabama,3/30/21,361,455.86,1,11
Alabama,3/31/21,408,382.43,27,9.57
Alabama,4/1/21,478,389.71,-1,9.57
Alabama,4/2/21,400,383.71,54,14.86
Alabama,4/3/21,349,363.29,30,16.43
Alabama,4/4/21,194,345.43,0,16.43
Alabama,4/5/21,109,328.43,1,14.13
Alabama,4/6/21,196,304.86,14,14.11
Alabama,4/7/21,338,294.86,0,14.11
Alabama,4/8/21,464,292.86,23,17.43
Alabama,4/9/21,318,281.14,11,11.29
Alabama,4/10/21,354,281.86,26,10.71
Alabama,4/11/21,311,298.57,0,10.71
Alabama,4/12/21,172,307.57,0,10.71
Alabama,4/13/21,1432,307.57,10,10
Alabama,4/14/21,277,319.14,6,9.5
Alabama,4/15/21,421,331,8,8.71
Alabama,4/16/21,422,325,3,7.57
Alabama,4/17/21,508,352.14,51,11.14
Alabama,4/18/21,270,340.14,0,11.14
Alabama,4/19/21,111,311.57,0,11.14
Alabama,4/20/21,1443,311.57,8,10.86
Alabama,4/21/21,412,345.86,9,11.29
Alabama,4/22/21,682,403.71,17,12.57
Alabama,4/23/21,428,404.71,16,14.43
Alabama,4/24/21,421,404.57,11,8.71
Alabama,4/25/21,233,365.29,0,8.71
Alabama,4/26/21,217,357.71,1,6.89
Alabama,4/27/21,359,393.14,2,8
Alabama,4/28/21,376,388,25,10.29
Alabama,4/29/21,430,352,8,9
Alabama,4/30/21,409,349.29,9,8
Alabama,5/1/21,387,344.43,17,8.86
Alabama,5/2/21,288,352.29,0,8.86
Alabama,5/3/21,187,348,0,8.86
Alabama,5/4/21,0,348,0,8.86
Alabama,5/5/21,662,337.57,17,7.29
Alabama,5/6/21,565,356.86,16,8.43
Alabama,5/7/21,314,343.29,20,10
Alabama,5/8/21,419,347.86,12,9.29
Alabama,5/9/21,244,341.57,0,9.29
Alabama,5/10/21,106,330,0,9.29
Alabama,5/11/21,310,327.5,7,7.2
Alabama,5/12/21,347,329.29,12,9.57
Alabama,5/13/21,1144,329.29,4,7.86
Alabama,5/14/21,4918,329.29,23,8.29
Alabama,5/15/21,2016,329.29,14,8.57
Alabama,5/16/21,254,284.86,0,8.57
Alabama,5/17/21,184,266.29,0,8.57
Alabama,5/18/21,336,254.43,5,8.29
Alabama,5/19/21,288,260.71,2,6.86
Alabama,5/20/21,339,294,32,10.86
Alabama,5/21/21,443,313,3,8
Alabama,5/22/21,255,299.86,32,10.57
Alabama,5/23/21,196,291.57,0,10.57
Alabama,5/24/21,132,284.14,0,10.57
Alabama,5/25/21,306,279.86,12,11.57
Alabama,5/26/21,269,277.14,14,13.29
Alabama,5/27/21,346,278.14,2,9
Alabama,5/28/21,228,247.43,6,9.43
Alabama,5/29/21,0,247.43,0,9.43
Alabama,5/30/21,0,247.43,0,9.43
Alabama,5/31/21,0,247.43,0,9.43
Alabama,6/1/21,640,211.86,10,4.57
Alabama,6/2/21,553,252.43,11,4.14
Alabama,6/3/21,430,264.43,21,6.86
Alabama,6/4/21,557,311.43,10,7.43
Alabama,6/5/21,0,311.43,0,7.43
Alabama,6/6/21,0,311.43,0,7.43
Alabama,6/7/21,739,291.9,19,7.1
Alabama,6/8/21,216,356.43,3,9.14
Alabama,6/9/21,305,321,29,11.71
Alabama,6/10/21,290,301,3,9.14
Alabama,6/11/21,188,248.29,14,9.71
Alabama,6/12/21,0,248.29,0,9.71
Alabama,6/13/21,0,248.29,0,9.71
Alabama,6/14/21,550,221.29,8,8.14
Alabama,6/15/21,290,231.86,7,8.71
Alabama,6/16/21,160,211.14,7,5.57
Alabama,6/17/21,0,211.14,0,5.57
Alabama,6/18/21,334,190.57,18,5.71
Alabama,6/19/21,0,190.57,0,5.71
Alabama,6/20/21,0,190.57,0,5.71
Alabama,6/21/21,356,162.86,5,5.29
Alabama,6/22/21,0,162.86,0,5.29
Alabama,6/23/21,381,153,17,5.71
Alabama,6/24/21,0,153,0,5.71
Alabama,6/25/21,540,182.43,8,4.29
Alabama,6/26/21,0,182.43,0,4.29
Alabama,6/27/21,0,182.43,0,4.29
Alabama,6/28/21,517,205.43,2,3.86
Alabama,6/29/21,0,205.43,0,3.86
Alabama,6/30/21,532,227,14,3.43
Alabama,7/1/21,0,227,0,3.43
Alabama,7/2/21,315,194.86,6,3.14
Alabama,7/3/21,0,194.86,0,3.14
Alabama,7/4/21,0,194.86,0,3.14
Alabama,7/5/21,0,194.86,0,3.14
Alabama,7/6/21,0,194.86,0,3.14
Alabama,7/7/21,1613,275.43,29,5
Alabama,7/8/21,0,275.43,0,5
Alabama,7/9/21,1160,396.14,11,5.71
Alabama,7/10/21,534,413.38,4,5.5
Alabama,7/11/21,0,413.38,0,5.5
Alabama,7/12/21,610,391.7,0,5.5
Alabama,7/13/21,0,391.7,0,5.5
Alabama,7/14/21,1398,528.86,26,5.86
Alabama,7/15/21,965,583.38,11,6.5
Alabama,7/16/21,999,643.71,3,6.29
Alabama,7/17/21,901,696.14,1,5.86
Alabama,7/18/21,724,699.63,0,5.86
Alabama,7/19/21,718,815,0,5.86
Alabama,7/20/21,1391,887,17,5.8
Alabama,7/21/21,1632,1047.14,2,4.86
Alabama,7/22/21,1567,1133.14,6,4.14
Alabama,7/23/21,1733,1238,4,4.29
Alabama,7/24/21,1888,1379,11,5.71
Alabama,7/25/21,1536,1495,0,5.71
Alabama,7/26/21,1403,1592.86,0,5.71
Alabama,7/27/21,2667,1775.14,9,4.57
Alabama,7/28/21,2726,1931.43,18,6.86
Alabama,7/29/21,2730,2097.57,6,6.86
Alabama,7/30/21,0,2097.57,0,6.86
Alabama,7/31/21,5414,2353.71,20,7.57
Alabama,8/1/21,1798,2391.14,0,7.57
Alabama,8/2/21,1705,2434.29,0,7.57
Alabama,8/3/21,3307,2525.71,6,7.14
Alabama,8/4/21,3399,2621.86,19,7.29
Alabama,8/5/21,3817,2777.14,13,8.29
Alabama,8/6/21,3685,2890.63,26,10.5
Alabama,8/7/21,3891,3086,24,12.57
Alabama,8/8/21,0,3086,0,12.57
Alabama,8/9/21,4877,3282.29,1,9.89
Alabama,8/10/21,3815,3354.86,23,15.14
Alabama,8/11/21,3851,3419.43,41,18.29
Alabama,8/12/21,4167,3469.43,35,21.43
Alabama,8/13/21,3986,3512.43,41,23.57
Alabama,8/14/21,0,3512.43,0,23.57
Alabama,8/15/21,6992,3461,33,21.75
Alabama,8/16/21,2466,3611,1,24.86
Alabama,8/17/21,4023,3640.71,33,26.29
Alabama,8/18/21,4465,3728.43,40,26.14
Alabama,8/19/21,3890,3688.86,42,27.14
Alabama,8/20/21,3799,3662.14,28,25.29
Alabama,8/21/21,6210,3980.63,58,29.38
Alabama,8/22/21,3315,4024,0,29.38
Alabama,8/23/21,2588,4041.43,0,29.38
Alabama,8/24/21,0,4041.43,0,29.38
Alabama,8/25/21,0,4041.43,0,29.38
Alabama,8/26/21,11142,3864.86,103,27
Alabama,8/27/21,5033,4041.14,50,30.14
Alabama,8/28/21,6190,4038.29,66,31.29
Alabama,8/29/21,3433,4055.14,3,27.75
Alabama,8/30/21,3072,4124.29,0,27.75
Alabama,8/31/21,5206,4259.5,61,28.3
Alabama,9/1/21,4691,4307.44,8,26.45
Alabama,9/2/21,5312,4705.29,39,32.43
Alabama,9/3/21,5128,4718.86,64,34.43
Alabama,9/4/21,4420,4466,20,27.86
Alabama,9/5/21,2842,4381.57,1,27.57
Alabama,9/6/21,2566,4309.29,1,24.25
Alabama,9/7/21,2672,3947.29,4,19.57
Alabama,9/8/21,4791,3961.57,68,28.14
Alabama,9/9/21,4367,3826.57,64,31.71
Alabama,9/10/21,4800,3779.71,53,30.14
Alabama,9/11/21,4494,3790.29,68,37
Alabama,9/12/21,1794,3640.57,3,37.29
Alabama,9/13/21,2692,3658.57,2,37.43
Alabama,9/14/21,3944,3840.29,40,42.57
Alabama,9/15/21,3651,3677.43,66,42.29
Alabama,9/16/21,3972,3621,72,43.43
Alabama,9/17/21,2974,3360.14,192,63.29
Alabama,9/18/21,3462,3212.71,161,76.57
Alabama,9/19/21,2090,3255,1,76.29
Alabama,9/20/21,1920,3144.71,0,76.29
Alabama,9/21/21,3220,3041.29,250,106
Alabama,9/22/21,3018,2950.86,205,125.86
Alabama,9/23/21,3366,2864.29,133,134.57
Alabama,9/24/21,2569,2806.43,123,124.71
Alabama,9/25/21,2937,2731.43,101,116.14
Alabama,9/26/21,1633,2666.14,0,116.14
Alabama,9/27/21,1594,2619.57,3,101.88
Alabama,9/28/21,1984,2443,130,99.29
Alabama,9/29/21,2141,2317.71,45,76.43
Alabama,9/30/21,1702,2080,99,71.57
Alabama,10/1/21,1845,1976.57,94,67.43
Alabama,10/2/21,1480,1768.43,76,63.86
Alabama,10/3/21,892,1662.57,1,56
Alabama,10/4/21,736,1540,1,63.71
Alabama,10/5/21,1549,1477.86,71,55.29
Alabama,10/6/21,1272,1353.71,70,58.86
Alabama,10/7/21,1262,1290.86,63,53.71
Alabama,10/8/21,1049,1177.14,81,51.86
Alabama,10/9/21,919,1097,101,55.43
Alabama,10/10/21,653,1062.86,1,55.43
Alabama,10/11/21,467,1024.43,1,55.43
Alabama,10/12/21,886,929.71,10,46.71
Alabama,10/13/21,1016,893.14,111,52.57
Alabama,10/14/21,1050,862.86,121,60.86
Alabama,10/15/21,1143,876.29,41,55.14
Alabama,10/16/21,787,857.43,37,46
Alabama,10/17/21,544,841.86,0,46
Alabama,10/18/21,338,823.43,0,46
Alabama,10/19/21,961,834.14,84,56.29
Alabama,10/20/21,665,784,48,47.29
Alabama,10/21/21,1065,786.14,9,31.29
Alabama,10/22/21,1598,851.14,58,33.71
Alabama,10/23/21,945,873.71,28,32.43
Alabama,10/24/21,414,855.14,1,28.5
Alabama,10/25/21,301,849.86,0,28.5
Alabama,10/26/21,943,847.29,17,23
Alabama,10/27/21,7393,847.29,8,17.29
Alabama,10/28/21,2141,1058.14,52,23.43
Alabama,10/29/21,376,959.71,48,22
Alabama,10/30/21,488,801.14,41,23.86
Alabama,10/31/21,394,722.43,0,23.86
