state,date,cases,cases_avg,deaths,deaths_avg
District of Columbia,10/3/20,50,36.86,0,0.86
District of Columbia,10/4/20,46,38.43,2,0.88
District of Columbia,10/5/20,28,40.43,0,0.88
District of Columbia,10/6/20,105,50.29,0,0.88
District of Columbia,10/7/20,45,53,1,0.71
District of Columbia,10/8/20,68,58.14,2,0.86
District of Columbia,10/9/20,78,60,0,0.86
District of Columbia,10/10/20,75,63.57,2,0.88
District of Columbia,10/11/20,66,66.43,1,0.86
District of Columbia,10/12/20,38,67.86,0,0.86
District of Columbia,10/13/20,46,59.43,0,0.86
District of Columbia,10/14/20,64,62.14,1,0.86
District of Columbia,10/15/20,34,57.29,0,0.86
District of Columbia,10/16/20,89,58.86,3,0.88
District of Columbia,10/17/20,79,59.43,0,0.88
District of Columbia,10/18/20,36,55.14,0,0.88
District of Columbia,10/19/20,25,53.29,0,0.88
District of Columbia,10/20/20,50,53.86,1,0.56
District of Columbia,10/21/20,53,52.29,0,0.56
District of Columbia,10/22/20,39,53,0,0.56
District of Columbia,10/23/20,72,50.57,0,0.56
District of Columbia,10/24/20,97,53.14,0,0.56
District of Columbia,10/25/20,61,56.71,0,0.56
District of Columbia,10/26/20,45,59.57,0,0.56
District of Columbia,10/27/20,94,65.86,2,0.29
District of Columbia,10/28/20,67,67.86,0,0.29
District of Columbia,10/29/20,101,76.71,1,0.33
District of Columbia,10/30/20,70,76.43,1,0.4
District of Columbia,10/31/20,122,80,0,0.4
District of Columbia,11/1/20,103,86,0,0.4
District of Columbia,11/2/20,69,89.43,1,0.38
District of Columbia,11/3/20,86,88.29,0,0.38
District of Columbia,11/4/20,77,89.71,0,0.38
District of Columbia,11/5/20,81,86.86,3,0.71
District of Columbia,11/6/20,110,92.57,2,0.86
District of Columbia,11/7/20,99,89.29,2,1
District of Columbia,11/8/20,110,90.29,0,1
District of Columbia,11/9/20,86,92.71,1,1.14
District of Columbia,11/10/20,86,92.71,2,1.25
District of Columbia,11/11/20,206,111.14,0,1.25
District of Columbia,11/12/20,128,117.86,0,1.25
District of Columbia,11/13/20,159,124.86,0,1.25
District of Columbia,11/14/20,148,131.86,1,0.57
District of Columbia,11/15/20,163,139.43,2,0.75
District of Columbia,11/16/20,87,139.57,0,0.75
District of Columbia,11/17/20,245,162.29,0,0.75
District of Columbia,11/18/20,156,155.14,5,1
District of Columbia,11/19/20,213,167.29,2,1.11
District of Columbia,11/20/20,130,163.14,2,1.2
District of Columbia,11/21/20,153,163.86,1,1.71
District of Columbia,11/22/20,190,167.71,0,1.71
District of Columbia,11/23/20,139,175.14,2,1.5
District of Columbia,11/24/20,119,157.14,1,1.44
District of Columbia,11/25/20,107,150.14,4,1.71
District of Columbia,11/26/20,220,151.14,0,1.71
District of Columbia,11/27/20,201,161.29,0,1.71
District of Columbia,11/28/20,371,192.43,1,1.14
District of Columbia,11/29/20,140,185.29,2,1.25
District of Columbia,11/30/20,104,180.29,0,1.25
District of Columbia,12/1/20,133,182.29,5,1.71
District of Columbia,12/2/20,157,189.43,5,1.86
District of Columbia,12/3/20,322,204,2,1.88
District of Columbia,12/4/20,316,220.43,1,1.78
District of Columbia,12/5/20,392,223.43,2,2.43
District of Columbia,12/6/20,264,241.14,2,2.43
District of Columbia,12/7/20,183,252.43,4,2.63
District of Columbia,12/8/20,270,272,0,2.63
District of Columbia,12/9/20,265,287.43,3,2
District of Columbia,12/10/20,244,276.29,4,2.29
District of Columbia,12/11/20,259,268.14,1,2.29
District of Columbia,12/12/20,286,253,4,2.57
District of Columbia,12/13/20,231,248.29,2,2.57
District of Columbia,12/14/20,164,245.57,1,2.14
District of Columbia,12/15/20,301,250,4,2.38
District of Columbia,12/16/20,263,249.71,0,2.38
District of Columbia,12/17/20,228,247.43,5,2.43
District of Columbia,12/18/20,274,249.57,3,2.71
District of Columbia,12/19/20,238,242.71,2,2.43
District of Columbia,12/20/20,259,246.71,7,3.14
District of Columbia,12/21/20,139,243.14,5,3.71
District of Columbia,12/22/20,160,223,2,3.43
District of Columbia,12/23/20,326,232,7,3.88
District of Columbia,12/24/20,210,229.43,5,4.43
District of Columbia,12/25/20,0,229.43,0,4.43
District of Columbia,12/26/20,274,195.43,6,4.57
District of Columbia,12/27/20,492,228.71,6,4.43
District of Columbia,12/28/20,140,228.86,3,4.14
District of Columbia,12/29/20,193,233.57,4,4.43
District of Columbia,12/30/20,223,218.86,5,4.14
District of Columbia,12/31/20,225,221,6,4.29
District of Columbia,1/1/21,269,227,2,4
District of Columbia,1/2/21,257,257,4,4.29
District of Columbia,1/3/21,255,223.14,2,3.71
District of Columbia,1/4/21,140,223.14,3,3.71
District of Columbia,1/5/21,262,233,4,3.71
District of Columbia,1/6/21,316,246.29,5,3.71
District of Columbia,1/7/21,268,252.43,2,3.14
District of Columbia,1/8/21,357,265,1,3
District of Columbia,1/9/21,350,278.29,4,3
District of Columbia,1/10/21,334,289.57,4,3.29
District of Columbia,1/11/21,202,298.43,4,3.43
District of Columbia,1/12/21,430,322.43,4,3.43
District of Columbia,1/13/21,177,302.57,6,3.57
District of Columbia,1/14/21,220,295.71,11,4.86
District of Columbia,1/15/21,320,290.43,0,4.86
District of Columbia,1/16/21,397,297.14,5,4.86
District of Columbia,1/17/21,314,294.29,3,4.71
District of Columbia,1/18/21,182,291.43,7,5.14
District of Columbia,1/19/21,226,262.29,4,5.14
District of Columbia,1/20/21,144,257.57,2,4.57
District of Columbia,1/21/21,209,256,1,3.14
District of Columbia,1/22/21,293,252.14,3,3.13
District of Columbia,1/23/21,172,220,3,3.29
District of Columbia,1/24/21,224,207.14,2,3.14
District of Columbia,1/25/21,204,210.29,7,3.14
District of Columbia,1/26/21,195,205.86,9,3.86
District of Columbia,1/27/21,165,208.86,7,4.57
District of Columbia,1/28/21,267,217.14,7,5.43
District of Columbia,1/29/21,282,215.57,5,5.71
District of Columbia,1/30/21,248,226.43,2,5.57
District of Columbia,1/31/21,210,224.43,4,5.86
District of Columbia,2/1/21,136,214.71,3,5.29
District of Columbia,2/2/21,130,205.43,5,4.71
District of Columbia,2/3/21,61,190.57,5,4.43
District of Columbia,2/4/21,166,176.14,6,4.29
District of Columbia,2/5/21,269,174.29,8,4.71
District of Columbia,2/6/21,243,173.57,7,5.43
District of Columbia,2/7/21,158,166.14,5,5.57
District of Columbia,2/8/21,101,161.14,4,5.71
District of Columbia,2/9/21,145,163.29,5,5.71
District of Columbia,2/10/21,67,164.14,4,5.57
District of Columbia,2/11/21,185,166.86,8,5.86
District of Columbia,2/12/21,137,148,3,5.14
District of Columbia,2/13/21,126,131.29,3,4.57
District of Columbia,2/14/21,122,126.14,0,4.57
District of Columbia,2/15/21,83,123.57,1,3.43
District of Columbia,2/16/21,130,121.43,2,3
District of Columbia,2/17/21,49,118.86,3,2.86
District of Columbia,2/18/21,121,109.71,7,2.71
District of Columbia,2/19/21,160,113,1,2.43
District of Columbia,2/20/21,92,108.14,1,2.14
District of Columbia,2/21/21,95,104.29,1,2
District of Columbia,2/22/21,107,107.71,0,2
District of Columbia,2/23/21,89,101.86,3,2.29
District of Columbia,2/24/21,99,109,3,2.29
District of Columbia,2/25/21,179,117.29,4,1.86
District of Columbia,2/26/21,162,117.57,4,2.29
District of Columbia,2/27/21,194,132.14,1,2.29
District of Columbia,2/28/21,120,135.71,7,3.14
District of Columbia,3/1/21,86,132.71,2,3
District of Columbia,3/2/21,83,131.86,0,3
District of Columbia,3/3/21,51,125,4,3.14
District of Columbia,3/4/21,196,127.43,1,2.71
District of Columbia,3/5/21,108,119.71,3,2.57
District of Columbia,3/6/21,151,113.57,3,2.86
District of Columbia,3/7/21,146,117.29,0,2.86
District of Columbia,3/8/21,160,127.86,5,2.29
District of Columbia,3/9/21,331,163.29,1,2.13
District of Columbia,3/10/21,96,169.71,1,2
District of Columbia,3/11/21,122,159.14,1,2
District of Columbia,3/12/21,154,165.71,0,2
District of Columbia,3/13/21,150,165.57,2,1.43
District of Columbia,3/14/21,79,156,1,1.38
District of Columbia,3/15/21,112,149.14,1,1
District of Columbia,3/16/21,107,117.14,0,1
District of Columbia,3/17/21,81,115,2,1
District of Columbia,3/18/21,81,109.14,2,1.14
District of Columbia,3/19/21,142,107.43,1,1.13
District of Columbia,3/20/21,141,106.14,2,1.29
District of Columbia,3/21/21,54,102.57,1,1.29
District of Columbia,3/22/21,154,108.57,0,1.29
District of Columbia,3/23/21,105,108.29,1,1.13
District of Columbia,3/24/21,107,112,2,1.29
District of Columbia,3/25/21,74,111,0,1.29
District of Columbia,3/26/21,156,113,2,1.14
District of Columbia,3/27/21,226,125.14,1,1
District of Columbia,3/28/21,124,135.14,0,1
District of Columbia,3/29/21,73,123.57,3,1.13
District of Columbia,3/30/21,165,132.14,2,1.43
District of Columbia,3/31/21,100,131.14,3,1.57
District of Columbia,4/1/21,143,141,2,1.63
District of Columbia,4/2/21,151,140.29,3,2
District of Columbia,4/3/21,125,125.86,1,2
District of Columbia,4/4/21,105,123.14,0,2
District of Columbia,4/5/21,75,123.43,2,1.86
District of Columbia,4/6/21,122,117.29,2,1.86
District of Columbia,4/7/21,94,116.43,2,1.71
District of Columbia,4/8/21,170,120.29,1,1.57
District of Columbia,4/9/21,136,118.14,2,1.43
District of Columbia,4/10/21,128,118.57,2,1.57
District of Columbia,4/11/21,68,113.29,0,1.57
District of Columbia,4/12/21,73,113,3,1.71
District of Columbia,4/13/21,113,111.71,1,1.57
District of Columbia,4/14/21,193,125.86,3,1.71
District of Columbia,4/15/21,106,116.71,2,1.86
District of Columbia,4/16/21,134,116.43,3,2
District of Columbia,4/17/21,130,116.71,2,2
District of Columbia,4/18/21,83,118.86,1,1.88
District of Columbia,4/19/21,78,119.57,0,1.88
District of Columbia,4/20/21,129,121.86,1,1.71
District of Columbia,4/21/21,72,104.57,0,1.71
District of Columbia,4/22/21,99,103.57,1,1.14
District of Columbia,4/23/21,101,98.86,1,0.86
District of Columbia,4/24/21,78,91.43,0,0.86
District of Columbia,4/25/21,104,94.43,0,0.86
District of Columbia,4/26/21,55,91.14,0,0.86
District of Columbia,4/27/21,93,86,1,0.43
District of Columbia,4/28/21,62,84.57,4,0.88
District of Columbia,4/29/21,81,82,1,1
District of Columbia,4/30/21,83,79.43,0,1
District of Columbia,5/1/21,103,83,1,0.88
District of Columbia,5/2/21,55,76,0,0.88
District of Columbia,5/3/21,48,75,0,0.88
District of Columbia,5/4/21,83,73.57,0,0.88
District of Columbia,5/5/21,55,72.57,3,0.71
District of Columbia,5/6/21,39,66.57,1,0.71
District of Columbia,5/7/21,56,62.71,0,0.71
District of Columbia,5/8/21,28,52,0,0.71
District of Columbia,5/9/21,16,46.43,0,0.71
District of Columbia,5/10/21,15,41.71,0,0.71
District of Columbia,5/11/21,87,42.29,3,0.7
District of Columbia,5/12/21,54,42.14,2,0.86
District of Columbia,5/13/21,68,46.29,0,0.86
District of Columbia,5/14/21,20,41.14,1,0.75
District of Columbia,5/15/21,106,52.29,2,0.89
District of Columbia,5/16/21,15,52.14,2,1
District of Columbia,5/17/21,45,56.43,2,1.09
District of Columbia,5/18/21,26,47.71,0,1.09
District of Columbia,5/19/21,18,42.57,2,1.29
District of Columbia,5/20/21,28,36.86,1,1.25
District of Columbia,5/21/21,27,37.86,0,1.25
District of Columbia,5/22/21,38,28.14,0,1.25
District of Columbia,5/23/21,21,29,2,1
District of Columbia,5/24/21,14,24.57,3,1.14
District of Columbia,5/25/21,41,26.71,0,1.14
District of Columbia,5/26/21,19,26.86,1,1
District of Columbia,5/27/21,22,26,1,1
District of Columbia,5/28/21,54,29.86,0,1
District of Columbia,5/29/21,0,29.86,0,1
District of Columbia,5/30/21,0,29.86,0,1
District of Columbia,5/31/21,0,29.86,0,1
District of Columbia,6/1/21,102,28.14,2,0.5
District of Columbia,6/2/21,11,27,1,0.57
District of Columbia,6/3/21,30,28.14,1,0.57
District of Columbia,6/4/21,27,24.29,0,0.57
District of Columbia,6/5/21,0,24.29,0,0.57
District of Columbia,6/6/21,0,24.29,0,0.57
District of Columbia,6/7/21,42,21.2,0,0.57
District of Columbia,6/8/21,9,17,1,0.43
District of Columbia,6/9/21,8,16.57,0,0.43
District of Columbia,6/10/21,24,15.71,0,0.43
District of Columbia,6/11/21,7,12.86,0,0.43
District of Columbia,6/12/21,0,12.86,0,0.43
District of Columbia,6/13/21,0,12.86,0,0.43
District of Columbia,6/14/21,21,9.86,1,0.18
District of Columbia,6/15/21,34,13.43,0,0.18
District of Columbia,6/16/21,10,13.71,1,0.25
District of Columbia,6/17/21,9,11.57,1,0.33
District of Columbia,6/18/21,11,12.14,1,0.4
District of Columbia,6/19/21,0,12.14,0,0.4
District of Columbia,6/20/21,0,12.14,0,0.4
District of Columbia,6/21/21,5,9.86,0,0.4
District of Columbia,6/22/21,27,8.86,0,0.4
District of Columbia,6/23/21,9,8.71,0,0.4
District of Columbia,6/24/21,13,9.29,0,0.4
District of Columbia,6/25/21,8,8.86,0,0.4
District of Columbia,6/26/21,0,8.86,0,0.4
District of Columbia,6/27/21,0,8.86,0,0.4
District of Columbia,6/28/21,10,9.57,0,0.4
District of Columbia,6/29/21,32,10.29,0,0.4
District of Columbia,6/30/21,-12,10.29,0,0.4
District of Columbia,7/1/21,27,12.86,0,0.4
District of Columbia,7/2/21,16,13.29,0,0
District of Columbia,7/3/21,0,13.29,0,0
District of Columbia,7/4/21,0,13.29,0,0
District of Columbia,7/5/21,0,13.29,0,0
District of Columbia,7/6/21,39,16.29,0,0
District of Columbia,7/7/21,6,12.57,0,0
District of Columbia,7/8/21,11,10.29,2,0.29
District of Columbia,7/9/21,21,11,0,0.29
District of Columbia,7/10/21,0,11,0,0.29
District of Columbia,7/11/21,0,11,0,0.29
District of Columbia,7/12/21,71,14.8,1,0.3
District of Columbia,7/13/21,10,17,0,0.3
District of Columbia,7/14/21,38,21.57,1,0.33
District of Columbia,7/15/21,41,25.86,0,0.33
District of Columbia,7/16/21,37,28.14,1,0.38
District of Columbia,7/17/21,0,28.14,0,0.38
District of Columbia,7/18/21,0,28.14,0,0.38
District of Columbia,7/19/21,141,38.14,0,0.38
District of Columbia,7/20/21,34,41.57,0,0.38
District of Columbia,7/21/21,31,40.57,0,0.38
District of Columbia,7/22/21,72,45,0,0.38
District of Columbia,7/23/21,43,45.86,0,0.38
District of Columbia,7/24/21,0,45.86,0,0.38
District of Columbia,7/25/21,0,45.86,0,0.38
District of Columbia,7/26/21,187,52.43,0,0.38
District of Columbia,7/27/21,0,52.43,0,0.38
District of Columbia,7/28/21,108,58.57,0,0.38
District of Columbia,7/29/21,61,57,0,0.38
District of Columbia,7/30/21,69,60.71,3,0.21
District of Columbia,7/31/21,0,60.71,0,0.21
District of Columbia,8/1/21,0,60.71,0,0.21
District of Columbia,8/2/21,318,79.43,0,0.21
District of Columbia,8/3/21,84,80,0,0.21
District of Columbia,8/4/21,58,84.29,0,0.21
District of Columbia,8/5/21,117,92.29,0,0.21
District of Columbia,8/6/21,128,100.71,0,0.21
District of Columbia,8/7/21,0,100.71,0,0.21
District of Columbia,8/8/21,0,100.71,0,0.21
District of Columbia,8/9/21,486,124.71,0,0.21
District of Columbia,8/10/21,137,132.29,0,0.21
District of Columbia,8/11/21,127,142.14,0,0.21
District of Columbia,8/12/21,152,147.14,1,0.08
District of Columbia,8/13/21,196,156.86,0,0.08
District of Columbia,8/14/21,0,156.86,0,0.08
District of Columbia,8/15/21,0,156.86,0,0.08
District of Columbia,8/16/21,576,169.71,0,0.08
District of Columbia,8/17/21,66,159.57,1,0.11
District of Columbia,8/18/21,0,159.57,0,0.11
District of Columbia,8/19/21,319,165.29,4,0.71
District of Columbia,8/20/21,180,163,0,0.71
District of Columbia,8/21/21,0,163,0,0.71
District of Columbia,8/22/21,0,163,0,0.71
District of Columbia,8/23/21,556,160.14,0,0.71
District of Columbia,8/24/21,133,169.71,0,0.71
District of Columbia,8/25/21,125,164.13,0,0.71
District of Columbia,8/26/21,210,172,3,0.43
District of Columbia,8/27/21,190,173.43,1,0.5
District of Columbia,8/28/21,0,173.43,0,0.5
District of Columbia,8/29/21,0,173.43,0,0.5
District of Columbia,8/30/21,697,193.57,0,0.5
District of Columbia,8/31/21,178,200,1,0.42
District of Columbia,9/1/21,139,202,1,0.46
District of Columbia,9/2/21,148,193.14,0,0.46
District of Columbia,9/3/21,200,194.57,1,0.43
District of Columbia,9/4/21,0,194.57,0,0.43
District of Columbia,9/5/21,0,194.57,0,0.43
District of Columbia,9/6/21,0,194.57,0,0.43
District of Columbia,9/7/21,651,162.57,1,0.43
District of Columbia,9/8/21,125,160.57,0,0.43
District of Columbia,9/9/21,165,163,1,0.38
District of Columbia,9/10/21,107,149.71,1,0.43
District of Columbia,9/11/21,0,149.71,0,0.43
District of Columbia,9/12/21,0,149.71,0,0.43
District of Columbia,9/13/21,805,185.3,0,0.43
District of Columbia,9/14/21,375,225.29,2,0.57
District of Columbia,9/15/21,294,249.43,0,0.57
District of Columbia,9/16/21,209,255.71,0,0.57
District of Columbia,9/17/21,202,269.29,0,0.57
District of Columbia,9/18/21,0,269.29,0,0.57
District of Columbia,9/19/21,0,269.29,0,0.57
District of Columbia,9/20/21,712,256,0,0.57
District of Columbia,9/21/21,149,223.71,4,0.57
District of Columbia,9/22/21,137,201.29,0,0.57
District of Columbia,9/23/21,169,195.57,1,0.56
District of Columbia,9/24/21,187,193.43,0,0.56
District of Columbia,9/25/21,0,193.43,0,0.56
District of Columbia,9/26/21,0,193.43,0,0.56
District of Columbia,9/27/21,567,172.71,2,0.54
District of Columbia,9/28/21,126,169.43,0,0.54
District of Columbia,9/29/21,98,163.86,0,0.54
District of Columbia,9/30/21,157,162.14,0,0.54
District of Columbia,10/1/21,178,160.86,2,0.5
District of Columbia,10/2/21,0,160.86,0,0.5
District of Columbia,10/3/21,0,160.86,0,0.5
District of Columbia,10/4/21,460,145.57,2,0.57
District of Columbia,10/5/21,72,137.86,1,0.63
District of Columbia,10/6/21,115,140.29,1,0.67
District of Columbia,10/7/21,120,135,1,0.7
District of Columbia,10/8/21,168,133.57,1,0.86
District of Columbia,10/9/21,0,133.57,0,0.86
District of Columbia,10/10/21,0,133.57,0,0.86
District of Columbia,10/11/21,0,133.57,0,0.86
District of Columbia,10/12/21,436,119.86,0,0.86
District of Columbia,10/13/21,48,110.29,1,0.43
District of Columbia,10/14/21,102,107.71,0,0.43
District of Columbia,10/15/21,124,101.43,0,0.43
District of Columbia,10/16/21,0,101.43,0,0.43
District of Columbia,10/17/21,0,101.43,0,0.43
District of Columbia,10/18/21,329,103.9,1,0.2
District of Columbia,10/19/21,40,91.86,1,0.27
District of Columbia,10/20/21,55,92.86,0,0.27
District of Columbia,10/21/21,74,88.86,1,0.38
District of Columbia,10/22/21,114,87.43,0,0.38
District of Columbia,10/23/21,0,87.43,0,0.38
District of Columbia,10/24/21,0,87.43,0,0.38
District of Columbia,10/25/21,291,82,0,0.38
District of Columbia,10/26/21,40,82,1,0.29
District of Columbia,10/27/21,71,84.29,0,0.29
District of Columbia,10/28/21,118,90.57,1,0.29
District of Columbia,10/29/21,132,93.14,2,0.5
District of Columbia,10/30/21,0,93.14,0,0.5
District of Columbia,10/31/21,0,93.14,0,0.5
District of Columbia,11/1/21,230,84.43,1,0.45
District of Columbia,11/2/21,71,88.86,2,0.86
District of Columbia,11/3/21,61,87.43,0,0.86
District of Columbia,11/4/21,106,85.71,0,0.86
District of Columbia,11/5/21,91,79.86,0,0.86
District of Columbia,11/6/21,0,79.86,0,0.86
District of Columbia,11/7/21,0,79.86,0,0.86
District of Columbia,11/8/21,251,82.86,0,0.86
District of Columbia,11/9/21,44,79,0,0.86
District of Columbia,11/10/21,65,79.57,0,0.86
District of Columbia,11/11/21,0,79.57,0,0.86
District of Columbia,11/12/21,212,81.71,1,0.1
District of Columbia,11/13/21,0,81.71,0,0.1
District of Columbia,11/14/21,0,81.71,0,0.1
District of Columbia,11/15/21,252,81.86,0,0.1
District of Columbia,11/16/21,84,87.57,1,0.14
District of Columbia,11/17/21,86,90.57,0,0.14
District of Columbia,11/18/21,96,91.25,1,0.19
District of Columbia,11/19/21,139,93.86,0,0.19
District of Columbia,11/20/21,0,93.86,0,0.19
District of Columbia,11/21/21,0,93.86,0,0.19
District of Columbia,11/22/21,319,103.43,0,0.19
District of Columbia,11/23/21,86,103.71,0,0.19
District of Columbia,11/24/21,77,102.43,0,0.19
District of Columbia,11/25/21,0,102.43,0,0.19
District of Columbia,11/26/21,0,102.43,0,0.19
District of Columbia,11/27/21,0,102.43,0,0.19
District of Columbia,11/28/21,0,102.43,0,0.19
District of Columbia,11/29/21,347,72.86,0,0.19
District of Columbia,11/30/21,55,68.43,0,0.19
District of Columbia,12/1/21,135,76.71,0,0.19
District of Columbia,12/2/21,126,82.88,1,0.07
District of Columbia,12/3/21,257,102.22,0,0.07
District of Columbia,12/4/21,0,102.22,0,0.07
District of Columbia,12/5/21,0,102.22,0,0.07
District of Columbia,12/6/21,566,162.71,0,0.07
District of Columbia,12/7/21,138,174.57,0,0.07
District of Columbia,12/8/21,128,173.57,0,0.07
District of Columbia,12/9/21,198,183.86,0,0.07
District of Columbia,12/10/21,242,181.71,2,0.25
District of Columbia,12/11/21,0,181.71,0,0.25
District of Columbia,12/12/21,0,181.71,0,0.25
District of Columbia,12/13/21,0,181.71,0,0.25
District of Columbia,12/14/21,838,200.86,4,0.5
District of Columbia,12/15/21,327,229.29,0,0.5
District of Columbia,12/16/21,508,273.57,1,0.5
District of Columbia,12/17/21,844,359.57,2,1
District of Columbia,12/18/21,0,359.57,0,1
District of Columbia,12/19/21,0,359.57,0,1
District of Columbia,12/20/21,3763,628,1,0.8
District of Columbia,12/21/21,1155,942.43,0,0.8
District of Columbia,12/22/21,1524,1113.43,0,0.8
District of Columbia,12/23/21,1904,1312.86,0,0.8
District of Columbia,12/24/21,0,1312.86,0,0.8
District of Columbia,12/25/21,0,1312.86,0,0.8
District of Columbia,12/26/21,0,1312.86,0,0.8
District of Columbia,12/27/21,9200,1969,2,0.29
District of Columbia,12/28/21,1868,2070.86,0,0.29
District of Columbia,12/29/21,1412,2054.86,1,0.33
District of Columbia,12/30/21,2241,2103,1,0.4
District of Columbia,12/31/21,0,2103,0,0.4
District of Columbia,1/1/22,0,2103,0,0.4
District of Columbia,1/2/22,0,2103,0,0.4
District of Columbia,1/3/22,9201,2103.14,7,1.29
District of Columbia,1/4/22,2006,2122.86,2,1.38
District of Columbia,1/5/22,1326,2110.57,2,1.71
District of Columbia,1/6/22,1293,1975.14,3,2
District of Columbia,1/7/22,1928,1969.25,2,2
District of Columbia,1/8/22,0,1969.25,0,2
District of Columbia,1/9/22,0,1969.25,0,2
District of Columbia,1/10/22,6238,1827.29,6,2.14
District of Columbia,1/11/22,1308,1727.57,4,2.43
District of Columbia,1/12/22,1216,1711.86,3,2.57
District of Columbia,1/13/22,1525,1745,5,2.86
District of Columbia,1/14/22,1544,1690.14,10,4
District of Columbia,1/15/22,0,1690.14,0,4
District of Columbia,1/16/22,0,1690.14,0,4
District of Columbia,1/17/22,0,1690.14,0,4
District of Columbia,1/18/22,3836,1160.14,5,3.29
District of Columbia,1/19/22,480,1055,3,3.29
District of Columbia,1/20/22,488,906.86,1,2.71
District of Columbia,1/21/22,525,761.29,3,1.71
District of Columbia,1/22/22,0,761.29,0,1.71
District of Columbia,1/23/22,0,761.29,0,1.71
District of Columbia,1/24/22,1350,667.9,8,2
District of Columbia,1/25/22,189,433.14,3,2.57
District of Columbia,1/26/22,369,417.29,2,2.43
District of Columbia,1/27/22,371,400.57,2,2.57
District of Columbia,1/28/22,338,373.86,2,2.43
District of Columbia,1/29/22,0,373.86,0,2.43
District of Columbia,1/30/22,0,373.86,0,2.43
District of Columbia,1/31/22,1071,334,5,2
District of Columbia,2/1/22,61,315.71,1,1.71
District of Columbia,2/2/22,144,283.57,0,1.71
District of Columbia,2/3/22,191,257.86,1,1.29
District of Columbia,2/4/22,259,246.57,2,1.29
District of Columbia,2/5/22,0,246.57,0,1.29
District of Columbia,2/6/22,0,246.57,0,1.29
District of Columbia,2/7/22,627,183.14,11,2.14
District of Columbia,2/8/22,87,186.86,0,2.14
District of Columbia,2/9/22,127,184.43,1,1.88
District of Columbia,2/10/22,244,192,0,1.88
District of Columbia,2/11/22,192,182.43,4,2.29
District of Columbia,2/12/22,0,182.43,0,2.29
District of Columbia,2/13/22,0,182.43,0,2.29
District of Columbia,2/14/22,475,160.71,0,2.29
District of Columbia,2/15/22,44,154.57,0,2.29
District of Columbia,2/16/22,120,153.57,2,0.86
District of Columbia,2/17/22,128,137,2,1
District of Columbia,2/18/22,110,125.29,1,0.71
District of Columbia,2/19/22,0,125.29,0,0.71
District of Columbia,2/20/22,0,125.29,0,0.71
District of Columbia,2/21/22,0,125.29,0,0.71
District of Columbia,2/22/22,369,103.86,1,0.55
District of Columbia,2/23/22,48,93.57,2,0.86
District of Columbia,2/24/22,100,89.57,0,0.86
District of Columbia,2/25/22,112,89.86,0,0.86
District of Columbia,2/26/22,0,89.86,0,0.86
District of Columbia,2/27/22,0,89.86,0,0.86
District of Columbia,2/28/22,238,86.7,1,0.4
District of Columbia,3/1/22,59,79.57,1,0.57
District of Columbia,3/2/22,55,80.57,2,0.57
District of Columbia,3/3/22,0,80.57,0,0.57
District of Columbia,3/4/22,0,80.57,0,0.57
District of Columbia,3/5/22,0,80.57,0,0.57
District of Columbia,3/6/22,0,80.57,0,0.57
District of Columbia,3/7/22,0,80.57,0,0.57
District of Columbia,3/8/22,0,80.57,0,0.57
District of Columbia,3/9/22,408,66.14,3,0.71
District of Columbia,3/10/22,0,66.14,0,0.71
District of Columbia,3/11/22,137,68.13,2,0.63
District of Columbia,3/12/22,0,68.13,0,0.63
District of Columbia,3/13/22,0,68.13,0,0.63
District of Columbia,3/14/22,0,68.13,0,0.63
District of Columbia,3/15/22,0,68.13,0,0.63
District of Columbia,3/16/22,0,68.13,0,0.63
District of Columbia,3/17/22,352,61.13,1,0.38
District of Columbia,3/18/22,106,65.43,0,0.38
District of Columbia,3/19/22,71,66.13,0,0.38
District of Columbia,3/20/22,0,66.13,0,0.38
District of Columbia,3/21/22,0,66.13,0,0.38
District of Columbia,3/22/22,132,60.09,2,0.27
District of Columbia,3/23/22,71,61,0,0.27
District of Columbia,3/24/22,107,69.57,0,0.27
District of Columbia,3/25/22,151,76,2,0.5
District of Columbia,3/26/22,109,81.43,0,0.5
District of Columbia,3/27/22,0,81.43,0,0.5
District of Columbia,3/28/22,0,81.43,0,0.5
District of Columbia,3/29/22,184,88.86,0,0.5
District of Columbia,3/30/22,92,91.86,0,0.5
District of Columbia,3/31/22,0,91.86,0,0.5
District of Columbia,4/1/22,288,96.14,2,0.29
District of Columbia,4/2/22,0,96.14,0,0.29
District of Columbia,4/3/22,0,96.14,0,0.29
District of Columbia,4/4/22,0,96.14,0,0.29
District of Columbia,4/5/22,0,96.14,0,0.29
District of Columbia,4/6/22,717,143.57,-2,0.29
District of Columbia,4/7/22,0,143.57,0,0.29
District of Columbia,4/8/22,0,143.57,0,0.29
District of Columbia,4/9/22,0,143.57,0,0.29
District of Columbia,4/10/22,0,143.57,0,0.29
District of Columbia,4/11/22,0,143.57,0,0.29
District of Columbia,4/12/22,1336,186.64,2,0.2
District of Columbia,4/13/22,221,222.43,0,0.2
District of Columbia,4/14/22,0,222.43,0,0.2
District of Columbia,4/15/22,612,241,0,0.2
District of Columbia,4/16/22,0,241,0,0.2
District of Columbia,4/17/22,0,241,0,0.2
District of Columbia,4/18/22,0,241,0,0.2
District of Columbia,4/19/22,0,241,0,0.2
District of Columbia,4/20/22,902,216.29,0,0.2
District of Columbia,4/21/22,171,210.63,0,0.2
District of Columbia,4/22/22,0,210.63,0,0.2
