"Reporting_Economy","Partner_Economy","Year","Value","rankx"
"Uruguay","Chile","2010","3092716","2"
"Uruguay","Denmark","2010","2052598","3"
"Uruguay","United States of America","2010","1964312","4"
"Uruguay","Argentina","2010","1839340","5"
"Uruguay","Brazil","2015","74952011","1"
"Uruguay","Spain","2015","10599262","2"
"Uruguay","Chile","2015","5861290","3"
"Uruguay","Belgium","2015","4348659","4"
"Uruguay","Argentina","2015","2860901","5"
"Uruguay","Brazil","2020","211709172","1"
"Uruguay","Paraguay","2020","24733086","2"
"Uruguay","Argentina","2020","7661110","3"
"Uruguay","Chile","2020","5122455","4"
"Uruguay","Spain","2020","4684043","5"
"Venezuela, Bolivarian Republic of","Colombia","2000","5919612","1"
"Venezuela, Bolivarian Republic of","United States of America","2000","3752373","2"
"Venezuela, Bolivarian Republic of","Uruguay","2000","3076578","3"
"Venezuela, Bolivarian Republic of","Chile","2000","2728120","4"
"Venezuela, Bolivarian Republic of","Argentina","2000","1584430","5"
"Venezuela, Bolivarian Republic of","Colombia","2005","202508536","1"
"Venezuela, Bolivarian Republic of","Brazil","2005","47939676","2"
"Venezuela, Bolivarian Republic of","Argentina","2005","18406765","3"
"Venezuela, Bolivarian Republic of","United Kingdom","2005","1623386","4"
"Venezuela, Bolivarian Republic of","France","2005","1388839","5"
"Venezuela, Bolivarian Republic of","Brazil","2010","1089723719","1"
"Venezuela, Bolivarian Republic of","Uruguay","2010","66140158","2"
"Venezuela, Bolivarian Republic of","Argentina","2010","33528556","3"
"Venezuela, Bolivarian Republic of","Paraguay","2010","26852280","4"
"Venezuela, Bolivarian Republic of","Nicaragua","2010","16778562","5"
"Venezuela, Bolivarian Republic of","Brazil","2015","1048767837","1"
"Venezuela, Bolivarian Republic of","Portugal","2015","46299129","2"
"Venezuela, Bolivarian Republic of","Argentina","2015","31539990","3"
"Venezuela, Bolivarian Republic of","Nicaragua","2015","17372679","4"
"Venezuela, Bolivarian Republic of","Uruguay","2015","11238122","5"
"Zambia","United Kingdom","2005","530856","1"
"Zambia","South Africa","2005","452129","2"
"Zambia","Netherlands","2005","210726","3"
"Zambia","Namibia","2005","159812","4"
"Zambia","Brazil","2005","88408","5"
"Zambia","Ireland","2010","1931856","1"
"Zambia","South Africa","2010","1508387","2"
"Zambia","United Kingdom","2010","704709","3"
"Zambia","Netherlands","2010","440122","4"
"Zambia","Namibia","2010","433327","5"
"Zambia","South Africa","2015","5568236","1"
"Zambia","United Kingdom","2015","2651722","2"
"Zambia","France","2015","1022817","3"
"Zambia","Belgium","2015","707113","4"
"Zambia","Brazil","2015","452602","5"
"Zimbabwe","United Kingdom","2000","533387","1"
"Zimbabwe","South Africa","2000","421295","2"
"Zimbabwe","Namibia","2000","164014","3"
"Zimbabwe","Netherlands","2000","144928","4"
"Zimbabwe","Germany","2000","103561","5"
"Zimbabwe","South Africa","2010","25310077","1"
"Zimbabwe","Namibia","2010","818163","2"
"Zimbabwe","United States of America","2010","744715","3"
"Zimbabwe","France","2010","381139","4"
"Zimbabwe","United Kingdom","2010","310549","5"
"Zimbabwe","South Africa","2015","10262137","1"
"Zimbabwe","Namibia","2015","3381468","2"
"Zimbabwe","Zambia","2015","1486329","3"
"Zimbabwe","United Kingdom","2015","867718","4"
"Zimbabwe","Botswana","2015","823618","5"
